general.model_name,additional_features.pointer_device,processor_and_memory_features.dedicated_graphic_memory_capacity,processor_and_memory_features.dedicated_graphic_memory_type,additional_features.antivirus,display_and_audio_features.internal_mic,port_and_slot_features.usb_port,port_and_slot_features.firewire_port,display_and_audio_features.brightness,processor_and_memory_features.ssd,display_and_audio_features.certification,url,processor_and_memory_features.chipset,port_and_slot_features.hardware_interface,display_and_audio_features.screen_size,dimensions.dimensions,processor_and_memory_features.clock_speed,additional_features.disk_drive,operating_system.system_architecture,additional_features.finger_print_sensor,port_and_slot_features.multi_card_slot,display_and_audio_features.refresh_rate,general.battery_backup,additional_features.additional_features,processor_and_memory_features.cache,general.sales_package,warranty.international_warranty,processor_and_memory_features.memory_slots,additional_features.read/write_speed,port_and_slot_features.hdmi_port,general.inbuilt_4g_lte,processor_and_memory_features.processor_variant,general.series,timestamp,processor_and_memory_features.hdd_capacity,general.part_number,processor_and_memory_features.emmc_storage_capacity,additional_features.recovery_options,processor_and_memory_features.optane_memory,general.tgp,additional_features.security_chip,processor_and_memory_features.ssd_capacity,additional_features.laptop_bag,operating_system.os_architecture,additional_features.included_software,connectivity_features.wireless_lan,processor_and_memory_features.graphic_processor,processor_and_memory_features.rpm,display_and_audio_features.touchscreen,display_and_audio_features.screen_resolution,dimensions.weight,general.ms_office_provided,processor_and_memory_features.processor_name,connectivity_features.bluetooth,price,processor_and_memory_features.expandable_ssd_capacity,port_and_slot_features.mic_in,general.stylus_included,warranty.warranty_summary,connectivity_features.ethernet,review_count,port_and_slot_features.vga_port,warranty.not_covered_in_warranty,rating_average,general.type,operating_system.operating_system,product_title,connectivity_features.nfc_support,processor_and_memory_features.ram_frequency,connectivity_features.wireless_wan,processor_and_memory_features.ram,processor_and_memory_features.storage_type,warranty.warranty_service_type,display_and_audio_features.speakers,warranty.domestic_warranty,processor_and_memory_features.processor_brand,additional_features.keyboard,warranty.covered_in_warranty,display_and_audio_features.screen_type,additional_features.face_recognition,display_and_audio_features.sound_chip,port_and_slot_features.dock_port,processor_and_memory_features.number_of_cores,in_stock,processor_and_memory_features.expandable_memory,operating_system.supported_operating_system,processor_and_memory_features.ufs_storage_capacity,display_and_audio_features.color_gamut,port_and_slot_features.rj11,display_and_audio_features.sound_properties,general.battery_cell,port_and_slot_features.s-video,general.suitable_for,additional_features.other_accessories,processor_and_memory_features.ram_type,general.model_number,general.color,port_and_slot_features.rj45,additional_features.lock_port,additional_features.backlit_keyboard,processor_and_memory_features.processor_generation,general.power_supply,additional_features.web_camera
Galaxy Book2 Pro,,,,,Yes,,,,Yes,,https://www.flipkart.com/samsung-galaxy-book2-pro-evo-amoled-intel-core-i5-12th-gen-1240p-16-gb-512-gb-ssd-windows-11-home-np930xed-kb3in-thin-light-laptop/p/itmadaca4430ea2a?pid=COMGQFHY5EXJSPZ4&lid=LSTCOMGQFHY5EXJSPZ4PHFJ32&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_30_717&otracker=browse&fm=organic&iid=en_MN3XnBz2N2E-eKYRYwzbPnuC8FpjU6F9IPYkgL7QBQg0-je7ZcLIB-mB5_0X55eHqUM0Ca51BKpBEuJsTMyy3uI7uWi7bi3WLqk6JF-UYDE%3D&ppt=None&ppn=None&ssid=5b917n99a80000001730660379387,,,33.78 cm (13.3 Inch),304.4 x 199.8 x 11.5 mm,1.7 GHz to max turbo frequency at 4.4 GHz,Not Available,,Yes,,,,,,"Laptop, Adapter, Cable",,,,1 x HDMI,,1240P,Galaxy Book2 Pro EVO AMOLED,2024-11-04 17:08:29,,NP930XED-KB3IN,,,,,,512 GB,,,,WiFi 6E,Intel Integrated Iris Xe,,No,1920 x 1080 Pixel,0.87 Kg,Yes,Core i5,Yes,"₹92,990",,,,1 Year Onsite Warranty,,"1,983 Ratings & 264 Reviews",,"Accidental Damage, Wear & Tear",4.5,Thin and Light Laptop,Windows 11 Home,"SAMSUNG Galaxy Book2 Pro EVO AMOLED Intel Core i5 12th Gen 1240P - (16 GB/512 GB SSD/Windows 11 Home) NP930XED-KB3IN Thin and Light Laptop  (13.3 Inch, Silver, 0.87 Kg, With MS Office)",,,,16 GB,SSD,Onsite,Yes,,Intel,Full Size Keyboard,Manufacturing Defects,Full HD AMOLED Resolution,No,,,,Yes,,,,,,,,,Processing & Multitasking,,DDR5,NP930XED-KB3IN,Silver,,,Yes,12th Gen,,1080p
X1504ZA-NJ549WS,,,,,Built-in array microphone,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 3.2 Gen 1 Type-A, 1 x DC-in",,,Yes,,https://www.flipkart.com/asus-vivobook-15-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-x1504za-nj549ws-thin-light-laptop/p/itma5d3e52e600b7?pid=COMHYG8ZPYAZAFTY&lid=LSTCOMHYG8ZPYAZAFTYUFI8OO&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_30_718&otracker=browse&fm=organic&iid=en_MN3XnBz2N2E-eKYRYwzbPnuC8FpjU6F9IPYkgL7QBQhimfUYmT4zjq68iHh6jfY8_3lIOZehB3DASztzWI_sjqV8WX5krIChubBlraAu4CQ%3D&ppt=None&ppn=None&ssid=5b917n99a80000001730660379387,,,39.62 cm (15.6 Inch),359.7 x 232.5 x 17.9mm,Upto 4.4 GHz,Not Available,,Yes,,,,42 WHrs Li-ion,12 MB,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,,1 x HDMI 1.4,,1235U,Vivobook 15,2024-11-04 17:08:33,,90NB14H1-M00050,,,,,,512 GB,,,,Wi-Fi 6E(802.11ax) (Dual band) 1 x 1,Intel Integrated Integrated,,No,1920 x 1080 Pixel,1.70 kg,Yes,Core i5,v5.3,"₹52,990",,Yes,,1 Year Onsite Warranty,,"5,020 Ratings & 259 Reviews",,Physical Damage,4.2,Thin and Light Laptop,Windows 11 Home,"ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ549WS Thin and Light Laptop  (15.6 Inch, Quiet Blue, 1.70 kg, With MS Office)",,,,16 GB,SSD,Onsite,Built-in speaker,1 Year,Intel,Chiclet Keyboard with Num-key,Manufacturing Defects,"FHD 16:9 aspect ratio, 60Hz refresh rate, 250nits, 45% NTSC color gamut, Anti-glare display, TÜV Rheinland-certified",,,,10,Yes,,Windows 11 Home,,,,,3 Cell,,Processing & Multitasking,,DDR4,X1504ZA-NJ549WS,Quiet Blue,,,No,12th Gen,,720p HD camera With privacy shutter
X1504VA-NJ323WS,,,,,Yes,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C support power delivery, 2 x USB 3.2 Gen 1 Type-A",,,Yes,,https://www.flipkart.com/asus-vivobook-15-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-x1504va-nj323ws-thin-light-laptop/p/itm50e9d4313c776?pid=COMGZDQJ7WBQQ7AR&lid=LSTCOMGZDQJ7WBQQ7ARKVDISD&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_30_719&otracker=browse&fm=organic&iid=5c12fca9-0816-493d-ae0b-ee6b0925247f.COMGZDQJ7WBQQ7AR.SEARCH&ppt=None&ppn=None&ssid=5b917n99a80000001730660379387,,,39.62 cm (15.6 Inch),,Max Turbo Frequency up to 4.5 GHz,Not Available,,Yes,,,,,,"Laptop, battery, power adapter, user guide",,,,,,1315U,Vivobook 15,2024-11-04 17:08:35,,90NB10J1-M00CR0,,,,,,512 GB,,,,Wi-Fi 6E(802.11ax) (Dual band) 1*1,Intel Integrated UHD,,No,1920 x 1080 Pixel,1.70 Kg,Yes,Core i3,v5.0,"₹42,990",,,,1 Year Onsite Warranty,,5 Ratings & 1 Reviews,,Physical Damage,3.6,Thin and Light Laptop,Windows 11 Home,"ASUS Vivobook 15 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ323WS Thin and Light Laptop  (15.6 Inch, Quiet Blue, 1.70 Kg, With MS Office)",,,,8 GB,SSD,Onsite,Built-in Speakers,1 Year,Intel,Chiclet Keyboard,Manufacturing Defects,"Full HD, 16:9 aspect ratio, LED Backlit, 60Hz refresh rate, 250nits, 45% NTSC color gamut, Anti-glare display",,,,,Yes,,,,,,,3 Cell,,Processing & Multitasking,,DDR4,X1504VA-NJ323WS,Quiet Blue,,,No,13th Gen,,720p HD camera With privacy shutter
15-fd0011TU,,,,,Built-in Dual Array Digital Microphones,"1 x USB Type-C 10Gbps signaling rate, 2 x USB Type-A 5Gbps signaling rate,",,,Yes,,https://www.flipkart.com/hp-15s-intel-core-i5-13th-gen-1335u-8-gb-512-gb-ssd-windows-11-home-15-fd0011tu-thin-light-laptop/p/itm25f7956234e75?pid=COMGZNSBVNP7A9AP&lid=LSTCOMGZNSBVNP7A9AP32SBTU&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_30_720&otracker=browse&fm=organic&iid=5c12fca9-0816-493d-ae0b-ee6b0925247f.COMGZNSBVNP7A9AP.SEARCH&ppt=None&ppn=None&ssid=5b917n99a80000001730660379387,,,39.62 cm (15.6 Inch),358 x 242 x 19.9,3.40GHz Upto 4.60GHz,Not Available,64 bit,,,,,41 Wh Li-ion Battery,12 MB,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,,1 x HDMI 2.1,,1335U,15s,2024-11-04 17:08:39,,7P703PA#ACJ,,,,,,512 GB,,64 bit,,Realtek Wi-Fi 6 (2x2),Intel Integrated Integrated,,No,1920 x 1080 Pixel,1.75 Kg,Yes,Core i5,v5.3,"₹55,990",,Yes,,1 Year Onsite Warranty,,379 Ratings & 31 Reviews,,Physical Damage,4.2,Thin and Light Laptop,Windows 11 Home,"HP 15s Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0011TU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.75 Kg, With MS Office)",,,,8 GB,SSD,Onsite,Built-in Dual Speakers,1 Year,Intel,"Full-size, backlit soft grey keyboard with numeric keypad",Manufacturing Defects,"FHD, micro-edge, anti-glare, Brightness: 250 nits, Color Gamut: 45%NTSC",,,,10,Yes,16 GB,Windows 11 Home,,,,,3 Cell,,"Processing & Multitasking, Entertainment, Everyday Use, Learning, Performance, Travel & Business",,DDR4,15-fd0011TU,Natural Silver,,,Yes,13th Gen,,HP Wide Vision 720p HD camera
S3402ZA-KM501WS,,,,,Built in array microphone,"1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-A, 2x Thunderbolt 4 supports display, power delivery",,,Yes,,https://www.flipkart.com/asus-vivobook-s14-oled-intel-evo-h-series-core-i5-12th-gen-12500h-16-gb-512-gb-ssd-windows-11-home-s3402za-km501ws-thin-light-laptop/p/itm635eb6df61d1c?pid=COMGCG2GXUAAMYJF&lid=LSTCOMGCG2GXUAAMYJFOJKKYY&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_31_721&otracker=browse&fm=organic&iid=en_Fk-oo4V57526LJfdmLaieuw290FXyEoLfQ4UR7Sbnfj88RO7wMZhd7okKW5Nwtkoa-gR24cMj8STGHW9Vj_vYk4IsYyWu-Pj9cxFjFAoaLk%3D&ppt=None&ppn=None&ssid=0gasip4a1c0000001730660386307,,NVMe PCIe,35.56 cm (14 Inch),316.4 x 224.5 x 18.9 mm,4.5,Not Available,64,Yes,,,,"70WHrs, 3S1P, Li-ion Battery",18,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",,1,,1x HDMI 2.0b,,12500H,Vivobook S14 OLED Intel EVO H-Series,2024-11-04 17:08:43,,90NB0WE1-M007U0 | 90NB0WE1-M00S20,,,,,,512 GB,,64 bit,,Wi-Fi 6E(802.11ax),Intel Integrated Iris Xe Graphics,,No,2880 x 1800 Pixels,1.50 Kg,Yes,Core i5,v5.2,"₹61,990",NA,Yes,,1 Year Onsite Warranty,,"4,489 Ratings & 431 Reviews",,Physical Damage,4.4,Thin and Light Laptop,Windows 11 Home,"ASUS Vivobook S14 OLED Intel EVO H-Series Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-KM501WS Thin and Light Laptop  (14 Inch, Neutral Grey, 1.50 Kg, With MS Office)",,,,16 GB,SSD,Onsite,Built in speaker,1 Year,Intel,Backlit Chiclet Keyboard,Manufacturing Defects,"OLED, (Peak brightness 600 Nits, 100% DCI-P3 color gamut)",,,,8,Yes,NA,Windows 11 Home,,,,,3,,Processing & Multitasking,,DDR4,S3402ZA-KM501WS,Neutral Grey,,,Yes,12th Gen,90W AC Adapter,"720p HD camera, with privacy shutter"
S3402ZA-LY522WS,,,,,Yes,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-A, 2 x Thunderbolt 4 supports display / power delivery",,,Yes,,https://www.flipkart.com/asus-vivobook-s-14-intel-evo-h-series-core-i5-12th-gen-12500h-8-gb-512-gb-ssd-windows-11-home-s3402za-ly522ws-thin-light-laptop/p/itm3158ed9290840?pid=COMGNY4VWHZKRSHT&lid=LSTCOMGNY4VWHZKRSHTLHINGA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_31_722&otracker=browse&fm=organic&iid=en_Fk-oo4V57526LJfdmLaieuw290FXyEoLfQ4UR7SbnfhXbEYIpY_aT0NJS0CCQsXN9Wy-xiq_iFsaDu41TzXmfYQEIsITtCzc4bHaOMTqL08%3D&ppt=None&ppn=None&ssid=0gasip4a1c0000001730660386307,,,35.56 cm (14 inch),,2.5 GHz with Max Turbo Boost Frequency Up to 4.50 GHz,Not Available,,Yes,,,,,,"Laptop, battery, power adapter, user guide",,,,1 x HDMI 2.1,,12500H,Vivobook S 14 Intel EVO H-Series,2024-11-04 17:08:46,,90NB0WE2-M00P60,,,,,,512 GB,,,,Wi-Fi 6E(802.11ax) (Dual band) 2*2,Intel Integrated Iris Xe,,No,1920 x 1200 Pixel,1.50 Kg,No,Core i5,v5.0,"₹62,990",NA,,,1 Year Onsite Warranty,,"2,140 Ratings & 205 Reviews",,Physical Damage,4.3,Thin and Light Laptop,Windows 11 Home,"ASUS Vivobook S 14 Intel EVO H-Series Intel Core i5 12th Gen 12500H - (8 GB/512 GB SSD/Windows 11 Home) S3402ZA-LY522WS Thin and Light Laptop  (14 inch, Indie Black, 1.50 Kg)",,,,8 GB,SSD,Onsite,Built-in Speakers,1 Year,Intel,Backlit Chiclet Keyboard,Manufacturing Defects,"FHD+ (1920 x 1200, WUXGA) 16:10 aspect ratio, LED Backlit LCD, IPS-level Panel, Anti-glare display, 300nits Brightness, 85�% Screen-to-body ratio",,,,,Yes,12,,,,,,3 cell,,Processing & Multitasking,,DDR4,S3402ZA-LY522WS,Indie Black,,,Yes,12th Gen,,720p HD camera With privacy shutter
AL15-52,,,,,Yes,"1 x USB 3.2 Gen 2 (Type A), 1 x USB 3.2 Gen 1 (Type A), 1 x USB 2.0 (Type A), 1 x USB 3.2 Gen 2 (Type C)",,,Yes,,https://www.flipkart.com/acer-aspire-lite-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-al15-52-thin-light-laptop/p/itm86e6343c0e322?pid=COMGXPH6NHHZFKTZ&lid=LSTCOMGXPH6NHHZFKTZVBRMQP&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_31_723&otracker=browse&fm=organic&iid=0c9d0af3-e9e9-4d61-b566-1f2f5d46da88.COMGXPH6NHHZFKTZ.SEARCH&ppt=None&ppn=None&ssid=0gasip4a1c0000001730660386307,,,39.62 cm (15.6 inch),360.40 x 239.30 x 19.7 mm,Max Frequency Up to 4.4 GHz,Not Available,,,,,,,,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,,1 x HDMI Port,,1235U,Aspire Lite,2024-11-04 17:08:49,,UN.431SI.332,,,,,,512 GB,,,,Realtek 8822 CE,Intel Integrated UHD,,No,1920 x 1080 Pixel,1.59 Kg,No,Core i5,v5.0,"₹37,900",,,,1 Year Carry-in Warranty,,129 Ratings & 7 Reviews,,Physical Damage,3.6,Thin and Light Laptop,Windows 11 Home,"Acer Aspire Lite Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) AL15-52 Thin and Light Laptop  (15.6 inch, Steel Grey, 1.59 Kg)",,,,8 GB,SSD,Onsite,Yes,,Intel,"100-/101-/104-key keyboard with independent numeric keypad, international language support",Manufacturing Defects,Full HD,,,,,Yes,,,,,,,,,"Processing & Multitasking, Entertainment, Everyday Use, Learning, Performance, Travel & Business",,DDR4,AL15-52,Steel Grey,,,,12th Gen,,"HD webcam with 1280 x 720 resolution, 720p HD audio/video recording"
XL25,,,,,,2 x USB 3.0,,,Yes,,https://www.flipkart.com/infinix-inbook-x2-plus-intel-core-i3-11th-gen-1115g4-8-gb-256-gb-ssd-windows-11-home-xl25-thin-light-laptop/p/itm0f6960b424a46?pid=COMGGQE9YN433SMZ&lid=LSTCOMGGQE9YN433SMZMACFGY&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_31_724&otracker=browse&fm=organic&iid=0c9d0af3-e9e9-4d61-b566-1f2f5d46da88.COMGGQE9YN433SMZ.SEARCH&ppt=None&ppn=None&ssid=0gasip4a1c0000001730660386307,,,39.62 cm (15.6 Inch),,MaxTurbo Frequency up to 4.10GHz,Not Available,,No,,,Upto 10 Hours,,,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,,1 x HDMI 1.4,,1115G4,INBook X2 Plus,2024-11-04 17:08:53,,71008300532,,,,,,256 GB,,64 bit,,Wi-Fi 5 (802.11ac),Intel Integrated UHD,,No,1920 x 1080 Pixel,1.58 Kg,No,Core i3,v 5.1,"₹34,990",,Yes,,1 Year Onsite Warranty,,643 Ratings & 110 Reviews,,Physical Damage,4.2,Thin and Light Laptop,Windows 11 Home,"Infinix INBook X2 Plus Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop  (15.6 Inch, Grey, 1.58 Kg)",,,,8 GB,SSD,Onsite,Built-in Speakers,,Intel,,Manufacturing Defects,"IPS FHD Display (300nits peak brightness, 100% sRGB, NTSC 72%)",,,,,Yes,,Windows 11 Home,,,,,,,Processing & Multitasking,,LPDDR4X,XL25,Grey,No,,Yes,11th Gen,65W AC Adapter,1080P FHD Webcam
247 G8,Touchpad with multi-touch gesture support,,DDR4,NA,,"SuperSpeed USB Type-A 5Gbps signaling rate;, 1 SuperSpeed USB TypeC 5Gbps signaling rate",,250 Nits,Yes,NA,https://www.flipkart.com/hp-247-g8-amd-ryzen-5-dual-core-3500u-8-gb-512-gb-ssd-windows-11-home-notebook/p/itmbcb67ce3abe2b?pid=COMGP8UQPGW5FYZP&lid=LSTCOMGP8UQPGW5FYZPBMR5QD&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_31_725&otracker=browse&fm=organic&iid=0c9d0af3-e9e9-4d61-b566-1f2f5d46da88.COMGP8UQPGW5FYZP.SEARCH&ppt=None&ppn=None&ssid=0gasip4a1c0000001730660386307,,512GB PCIe® NVMe™ SSD,35.56 cm (14 inch),324 x 225 x 17.9 mm,2.1 GHz base clock,Not Available,64,No,,,4 hours,,4 MB L3 cache 4 Cores,"Laptop, Power Adapter, Power Cable",,2 SODIMM,NA,,No,3500U,247 G8,2024-11-04 17:08:56,,67U40PA,,NA,,41 W,,512 GB,No,64 bit,Windows,Realtek 802.11a/b/g/n/ac (2x2) Wi-Fi® and Bluetooth® 5 combo,AMD Radeon AMD Radeon™ Graphics,2400,No,1366 X 768 pixel,1.47 kg,No,Ryzen 5 Dual Core,v5.0,"₹36,220",,,No,1 year warranty,,71 Ratings & 6 Reviews,,"Physical Damges , Mother Board Issues",4,Notebook,Windows 11 Home,"HP 247 G8 AMD Ryzen 5 Dual Core 3500U - (8 GB/512 GB SSD/Windows 11 Home) 247 G8 Notebook  (14 inch, Black, 1.47 kg)",No,2400 MHz,802.11 a/b/g/n/ac,8 GB,SSD,Visit HP Service Centre,Stereo speakers,1 Year,AMD,Standard Notebook Keyboard,MANUFACTURING DEFECT,"Micro-edge, Anti-glare Display, HD",,Realtek,,4,Yes,,Windows 11 Home,,45% NTSC,,,"HP Long Life 3-cell, 41 Wh Li-ion",,"Processing & Multitasking, Performance, Travel & Business, Everyday Use, Entertainment, Learning",,DDR4,247 G8,Black,Yes,,No,,41 W AC Adapter W,720p HD camera
14-ew0153TU,HP Imagepad,,,,Built-in Dual Array Digital Microphones,"1x Thunderbolt 4 with USB Type-C 40Gbps signaling rate, 1x USB Type-A 10Gbps signaling rate, 1x USB Type-A 5Gbps signaling rate",,,Yes,,https://www.flipkart.com/hp-intel-core-i7-13th-gen-1355u-16-gb-1-tb-ssd-windows-11-home-14-ew0153tu-thin-light-laptop/p/itm9887603cd323b?pid=COMGYAM9A9QMJZHA&lid=LSTCOMGYAM9A9QMJZHADRSAZ1&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_31_726&otracker=browse&fm=organic&iid=0c9d0af3-e9e9-4d61-b566-1f2f5d46da88.COMGYAM9A9QMJZHA.SEARCH&ppt=None&ppn=None&ssid=0gasip4a1c0000001730660386307,,,35.56 cm (14 Inch),314 x 227 x 17.5mm,Upto 5.0 GHz,Not Available,64 bit,,,,,68 Wh Li-ion,12 MB,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,,1 x HDMI 2.1,,1355U,,2024-11-04 17:08:59,,92U76PA#ACJ,,,,,,1 TB,,64 bit,,Wi-Fi 6E AX211 (2x2),Intel Integrated Iris Xe,,No,2880 x 1800 Pixel,1.44 Kg,Yes,Core i7,v5.3,"₹94,990",,Yes,,1 Year Onsite Warranty,,4 Ratings & 0 Reviews,,Physical Damage,3.5,Thin and Light Laptop,Windows 11 Home,"HP Intel Core i7 13th Gen 1355U - (16 GB/1 TB SSD/Windows 11 Home) 14-ew0153TU Thin and Light Laptop  (14 Inch, Natural Silver, 1.44 Kg, With MS Office)",,6400 MHz,,16 GB,SSD,Onsite,Dual Speakers,1 Year,Intel,"Full-size, backlit, soft grey keyboard",Manufacturing Defects,"2.8K, OLED, 48-120 Hz, UWVA,micro-edge, BrightView, Low Blue Light,SDR Brightness: 400 nits,HDR Brightness: 500 nits,Color Gamut: 100% DCI-P3",,,,10,Yes,,Windows 11 Home,,,,,4 Cell,,Processing & Multitasking,,LPDDR5X,14-ew0153TU,Natural Silver,,,Yes,13th Gen,,HP Wide Vision 5MP IR camera
A325-42,,,,,Yes,"3 x USB ports, 2 x Type-C port",,,Yes,,https://www.flipkart.com/acer-aspire-3-amd-ryzen-quad-core-7330u-8-gb-512-gb-ssd-windows-11-home-a325-42-thin-light-laptop/p/itmdaf15e01a1d1a?pid=COMH397X2KJ8XCHR&lid=LSTCOMH397X2KJ8XCHRBDEAS1&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_31_727&otracker=browse&fm=organic&iid=en_Fk-oo4V57526LJfdmLaieuw290FXyEoLfQ4UR7Sbnfgpaz6lBcVH3NUbFb0-eH2w_phr_QPy3TJIIU9aumuUnvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=0gasip4a1c0000001730660386307,,,39.62 cm (15.6 Inch),360.8 x 253.33 x 19.3 mm,Up to 4.3 GHz,Not Available,,,,,,,,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,,,,7330U,Aspire 3,2024-11-04 17:09:02,,UN.34QSI.006,,,,,,512 GB,,,,Wifi 6,AMD Radeon AMD,,No,1920 x 1080 Pixel,1.79 Kg,No,Ryzen 3 Quad Core,v5.1,"₹29,990",,,,1 Year Carry-in Warranty,,90 Ratings & 8 Reviews,,Physical Damage,4.1,Thin and Light Laptop,Windows 11 Home,"Acer Aspire 3 AMD Ryzen 3 Quad Core 7330U - (8 GB/512 GB SSD/Windows 11 Home) A325-42 Thin and Light Laptop  (15.6 Inch, Silver, 1.79 Kg)",,,,8 GB,SSD,Carry-in,Two built-in front facing stereo speakers,,AMD,99-/100-/103-key Acer keyboard layout with international language support including indicators of CapsLock and F4/Microphone mute,Manufacturing Defects,Full HD,,,,,Yes,,,,,,,,,Everyday Use,,DDR4,A325-42,Silver,,,,,,Full HD camera
15s-fy5003TU,,,,,Yes,"1 x USB Type-C 5Gbps signaling rate, 2 x USB Type-A 5Gbps signaling rate",,,Yes,,https://www.flipkart.com/hp-15s-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-15s-fy5003tu-thin-light-laptop/p/itmbb21e864fb30c?pid=COMGZVGHE9QU8C6M&lid=LSTCOMGZVGHE9QU8C6MHJQTO4&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_31_728&otracker=browse&fm=organic&iid=en_Fk-oo4V57526LJfdmLaieuw290FXyEoLfQ4UR7SbnfiEfyTlEgxBcK7p_9PD2LhZg0AHPgAm671ykPNYtoWv1PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=0gasip4a1c0000001730660386307,,,100.58 cm (39.6 cm),,0.9 GHz upto max turbo frequency at 4.4 Ghz,Not Available,,,,,,,,"Laptop, battery, power adapter, user guide",,,,,,1215U,15s,2024-11-04 17:09:05,,7Q700PA#ACJ,,,,,,512 GB,,,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),Intel Integrated UHD,,No,1920 x 1080 Pixel,1.69 Kg,Yes,Core i3,v5.0,"₹37,990",,,,1 Year Onsite Warranty,,"5,515 Ratings & 328 Reviews",,Physical Damage,4.3,Thin and Light Laptop,Windows 11 Home,"HP 15s Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5003TU Thin and Light Laptop  (39.6 cm, Natural Silver, 1.69 Kg, With MS Office)",,,,8 GB,SSD,Onsite,Yes,,Intel,"Full-size, natural silver keyboard with numeric keypad",Manufacturing Defects,"Full HD, micro-edge, anti-glare, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC",,,,,Yes,,,,,,,3 Cell,,Processing & Multitasking,,DDR4,15s-fy5003TU,Natural Silver,,,No,12th Gen,,HP True Vision 720p HD camera
