processor.unlocked_processor,display.screen_type,camera.rear-facing_camera,general.model_family,storage.emmc_capacity,storage.hard_drive_capacity,included.optical_drive_type,connectivity.ethernet_card,connectivity.number_of_usb-c_charging_ports,connectivity.number_of_usb-a_charging_ports,certifications_&_listings.epeat_qualified,features.audio_technology,connectivity.number_of_usb_ports_(total),processor.cpu_base_clock_frequency,features.windows_features,key_specs.operating_system,"expansion.number_of_internal_2.5""_bays",compatibility.voice_assistant_built-in,key_specs.total_storage_capacity,storage.hard_drive_rpm,power.battery_life_(up_to),key_specs.voice_assistant_built-in,processor.number_of_cpu_cores,processor.l2_cache,features.stylus_dock,power.battery_cells,storage.solid_state_drive_interface,cooling.number_of_cpu_cooling_fans,timestamp,key_specs.brightness,dimensions.product_weight,connectivity.bluetooth_version,general.product_name,features.media_card_reader,display.screen_resolution,processor.number_of_cpu_threads,features.media_card_slot,connectivity.usb_ports,camera.rear_facing_camera_video_resolution,processor.processor_model_number,connectivity.gps_enabled,review_count,memory.number_of_memory_slots,dimensions.product_height,display.synchronization_technology,key_specs.2-in-1_design,power.power_supply_maximum_wattage,connectivity.compatible_wireless_standard(s),processor.processor_brand,camera.front-facing_camera,processor.l1_cache,camera.built-in_microphone,key_specs.cpu_base_clock_frequency,power.battery_capacity,cooling.number_of_gpu_cooling_fans,power.charging_interface(s),graphics.gpu_brand,dimension.product_weight,certifications_&_listings.epeat_level,key_specs.screen_type,connectivity.wireless_standard,display.brightness,included.included_software,key_specs.touch_screen,storage.total_storage_capacity,key_specs.screen_size,display.color_gamut_(ntsc),display.screen_size,storage.hard_drive_interface,cooling.cpu_cooling_system,dimensions.product_width,features.speaker_type,display.refresh_rate,connectivity.headphone_jack,key_specs.works_with,expansion.number_of_m.2_slots,warranty.manufacturer's_warranty_-_parts,features.windows_ai,connectivity.display_connector(s),display.high_dynamic_range_(hdr),storage.solid_state_drive_capacity,power.battery_type,price,connectivity.number_of_displayport_outputs_(total),key_specs.display_connector(s),graphics.number_of_gpu_cores,in_stock,memory.system_memory_ram_speed,general.brand,features.chrome_features,product_title,compatibility.operating_system,key_specs.wireless_connectivity,dimensions.product_depth,processor.processor_model,key_specs.processor_model,features.mac_features,warranty.manufacturer's_warranty_-_labor,graphics.advanced_graphics_rendering_technique(s),dimension.product_depth,key_specs.screen_resolution,features.keyboard_technology,connectivity.number_of_vga_ports,display.stylus_input,key_specs.battery_type,cooling.gpu_cooling_system,dimension.product_height,other.upc,general.color_category,key_specs.refresh_rate,power.power_supply_input,features.2-in-1_design,features.backlit_keyboard,storage.storage_type,included.stylus_included,display.color_gamut_(standard_rgb),key_specs.system_memory_(ram),key_specs.battery_life_(up_to),features.cable_lock_slot,memory.system_memory_(ram),dimension.product_width,key_specs.backlit_keyboard,general.model_number,connectivity.number_of_ethernet_ports,graphics.gpu_boost_clock_frequency,graphics.gpu_video_memory_type_(ram),connectivity.wireless_connectivity,display.display_surface,compatibility.operating_system_compatibility,key_specs.storage_type,features.gps_enabled,key_specs.graphics,display.display_type,connectivity.number_of_usb_type_c_charging_ports,connectivity.network_connectivity,memory.number_of_memory_sticks_included,graphics.unlocked_gpu,connectivity.data_plan_required,features.keyboard_included,processor.neural_processing_unit_(npu),storage.hard_drive_accelerator,memory.system_memory_ram_expandable_to,camera.front_facing_camera_video_resolution,connectivity.microphone_input,url,processor.maximum_npu_performance,compatibility.works_with,features.casing_material,features.customizable_case_lighting,camera.rear_facing_camera_megapixels,included.numeric_keypad,rating_average,graphics.gpu_video_memory_(ram),features.customizable_keyboard_lighting,features.foldable_screen,processor.cpu_cache_memory_level,features.touchpad_type,general.color,graphics.gpu_base_clock_frequency,key_specs.security_features,connectivity.wireless_networking_standard,processor.l3_cache,image_src,graphics.graphics,general.year_of_release,memory.expandable_memory_compatibility,camera.front_facing_camera_megapixels,processor.cpu_boost_clock_frequency,compatibility.operating_system_architecture,connectivity.number_of_thunderbolt_ports_(total),connectivity.displayport_over_usb-c,connectivity.number_of_hdmi_outputs_(total),graphics.graphics_type,features.security_features,memory.type_of_memory_(ram),certifications_&_listings.energy_star_certified,display.touch_screen
,,,,,,None,,,,Yes,,4,2.6 gigahertz,,,,,1000 gigabytes,,,,6-core,,,,,,2024-12-05 03:58:54,,4.16 pounds,,"Precision 3551 15.6"" Refurbished Laptop - Intel 10th Gen Core i7 with 32GB Memory - NVIDIA Quadro P620 - 1TB SSD",,1920 x 1080 (Full HD),12,,"3 x USB-A, 1 x USB-C",,10750H,,Be the first to write a review,2,,,,,,Intel,Yes,,,2.6 gigahertz,,,,NVIDIA,,Gold,,,,,No,1000 gigabytes,15.6 inches,,15.6 inches,,Air,9.3 inches,,,,,,90 Days,,1 x HDMI,,1000 gigabytes,Lithium-ion,$946.59Your price for this item is $946.59,0,1 x HDMI,,yes,,Dell,,"Dell - Precision 3551 15.6"" Refurbished Laptop - Intel 10th Gen Core i7 with 32GB Memory - NVIDIA Quadro P620 - 1TB SSD - Gray",Windows 11 Pro,,14.14 inches,Intel 10th Generation Core i7,Intel 10th Generation Core i7,,90 days,,,1920 x 1080 (Full HD),,0,,Lithium-ion,,,825633583238,Gray,,,,Yes,SSD,,,32 gigabytes,,,32 gigabytes,,Yes,Precision 3551,1,,,Wi-Fi,,,SSD,,NVIDIA Quadro P620,,,,,,,,,,,720p,,https://www.bestbuy.com/site/dell-precision-3551-15-6-refurbished-laptop-intel-10th-gen-core-i7-with-32gb-memory-nvidia-quadro-p620-1tb-ssd-gray/6579748.p?skuId=6579748,,,,,,,,4 gigabytes,,,,,Gray,,,,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/1be4ab6b-26d5-40dd-8467-3bf275a43331.jpg;maxHeight=640;maxWidth=550;format=webp,NVIDIA Quadro P620,2021,,0.92 megapixels,5 gigahertz,64-bit,1,,1,Dedicated,,DDR4,Yes,No
,,,,,,None,,,,Yes,,4,2.8 gigahertz,,,,,512 gigabytes,,,,4-core (quad-core),,,,,,2024-12-05 03:58:59,,3.04 pounds,,"440 G8 14"" Refurbished Laptop - Intel 11th Gen Core i7 with 16GB Memory - Intel Iris Xe Graphics - 512GB SSD",,1920 x 1080 (Full HD),8,,"3 x USB-A, 1 x USB-C",,1165G7,,Be the first to write a review,2,,,,,,Intel,Yes,,,2.8 gigahertz,,,,Intel,,Gold,,,,,No,512 gigabytes,14 inches,,14 inches,,Air,12.68 inches,,,,,,364 days,,1 x HDMI,,512 gigabytes,Lithium-ion,$719.31Your price for this item is $719.31,,1 x HDMI,,yes,,HP,,"HP - 440 G8 14"" Refurbished Laptop - Intel 11th Gen Core i7 with 16GB Memory - Intel Iris Xe Graphics - 512GB SSD - Silver",Windows 11 Pro,,8.42 inches,Intel 11th Generation Core i7,Intel 11th Generation Core i7,,364 days,,,1920 x 1080 (Full HD),,,,Lithium-ion,,,825633597426,Silver,,,,Yes,SSD,,,16 gigabytes,,,16 gigabytes,,Yes,440 G8,1,,,Wi-Fi,,,SSD,,Intel Iris Xe Graphics,,,,,,,,,,,720p,,https://www.bestbuy.com/site/hp-440-g8-14-refurbished-laptop-intel-11th-gen-core-i7-with-16gb-memory-intel-iris-xe-graphics-512gb-ssd-silver/6586566.p?skuId=6586566,,,,,,,,,,,,,Silver,,,,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/579f5bc8-25ce-4095-a22a-5367e48b92c9.jpg;maxHeight=640;maxWidth=550;format=webp,Intel Iris Xe Graphics,2017,,0.92 megapixels,4.7 gigahertz,64-bit,,,1,Integrated,,DDR4,Yes,No
,IPS,,,,,None,,,,No,,4,1.6 gigahertz,,,,No,1000 gigabytes,,,,,,,3-cell,,,2024-12-05 03:59:06,,5.25 pounds,,"CreatorPro M16 HX C14V 16"" Laptop - Intel Core i7 with 32GB Memory - 1 TB SSD",,1920 x 1200 (WUXGA),,,"3 x USB-A 3.2, 1 x USB-C 3.2",,14650HX,,Be the first to write a review,,1 9/100 inches,,No,180 watts,,Intel,Yes,,,1.6 gigahertz,,,,NVIDIA,,,IPS,,,,No,1000 gigabytes,16 inches,,16 inches,,,14 1/10 inches,,144Hz,,,,3 Year Limited,,1 x HDMI,,1000 gigabytes,Other,"$2,299.00Your price for this item is $2,299.00",,1 x HDMI,,yes,5600 megahertz,MSI,,"MSI - CreatorPro M16 HX C14V 16"" Laptop - Intel Core i7 with 32GB Memory - 1 TB SSD - Lunar Gray, Gray",Windows 11 Pro,,10 1/2 inches,Intel Core i7 14th Generation,Intel Core i7 14th Generation,,3 Year Limited,,,1920 x 1200 (WUXGA),,,,Other,,,824142364161,Gray,144Hz,,No,Yes,SSD,,,32 gigabytes,,,32 gigabytes,,Yes,CProM1614288,1,,GDDR6,Bluetooth,,,SSD,,NVIDIA RTX 3000 Ada Generation,,,None,,,,,,,,,,https://www.bestbuy.com/site/msi-creatorpro-m16-hx-c14v-16-laptop-intel-core-i7-with-32gb-memory-1-tb-ssd-lunar-gray-gray/6595328.p?skuId=6595328,,,,,,,,8 gigabytes,,,,,"Lunar Gray, Gray",,,,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/671bc68e-da46-44ce-a017-7db8b20e87f8.jpg;maxHeight=640;maxWidth=550;format=webp,NVIDIA RTX 3000 Ada Generation,2024,,,5.2 gigahertz,,,,1,Dedicated,,DDR5 SDRAM,No,No
,Retina Display,,,,,,,,,No,,,2.6 gigahertz,,,,,512 gigabytes,,,,6-core,,,,,,2024-12-05 03:59:12,,4 pounds,,"Apple MacBook Pro 15"" Refurbished 2880x1800 - Intel 8th Gen Core i7 with 16GB Memory - AMD Pro 560X - 512GBSSD",,2880 x 1800,,,,,8850H,,(1 Review),,,,,,,Intel,Yes,,Yes,2.6 gigahertz,,,,Intel,,,Retina Display,,,,No,512 gigabytes,15.4 inches,,15.4 inches,,,9.48 inches,Stereo speakers,,,,,1 year,,4 x Thunderbolt 3,,512 gigabytes,Lithium-polymer,$679.99Your price for this item is $679.99,0,4 x Thunderbolt 3,,yes,,Apple,,"Apple MacBook Pro 15"" Refurbished 2880x1800 - Intel 8th Gen Core i7 with 16GB Memory - AMD Pro 560X - 512GBSSD - Space Gray",Mac OS,,13.75 inches,Intel 8th Generation Core i7,Intel 8th Generation Core i7,,1 year,,,2880 x 1800,,,,Lithium-polymer,,,604467064591,Space Gray,,,,No,SSD,,,16 gigabytes,,,16 gigabytes,,No,MR942LL/A,,,,,,,SSD,,AMD Radeon Pro 560X,,,,,,,,,,,,,https://www.bestbuy.com/site/apple-macbook-pro-15-refurbished-2880x1800-intel-8th-gen-core-i7-with-16gb-memory-amd-pro-560x-512gbssd-space-gray/6573486.p?skuId=6573486,,,Aluminum,,,,2.0,,,,,Multi-touch,Space Gray,,,,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/aeea0502-53d8-43eb-9654-6b05db7d0e9e.jpg;maxHeight=640;maxWidth=550;format=webp,AMD Radeon Pro 560X,2018,,,,,4,,0,Integrated,,DDR4 SDRAM,Yes,No
,,,,,,None,,,,Yes,,3,1.7 gigahertz,,,,,256 gigabytes,,,,4-core (quad-core),,,,,,2024-12-05 03:59:17,,3.49 pounds,,"T480 14"" Refurbished Laptop - Intel 8th Gen Core i5 with 16GB Memory - Intel UHD Graphics 620 - 256GB SSD",,1366 x 768 (HD),8,,"2 x USB-A, 1 x USB-C",,8350U,,Be the first to write a review,2,,,,,,Intel,Yes,,,1.7 gigahertz,,,,Intel,,Gold,,,,,No,256 gigabytes,14 inches,,14 inches,,Air,,,,,,,364 days,,1 x HDMI,,256 gigabytes,Lithium-ion,$379.99Your price for this item is $379.99,,1 x HDMI,,yes,,Lenovo,,"Lenovo - T480 14"" Refurbished Laptop - Intel 8th Gen Core i5 with 16GB Memory - Intel UHD Graphics 620 - 256GB SSD - Black",Windows 11 Pro,,,Intel 8th Generation Core i5,Intel 8th Generation Core i5,,364 days,,,1366 x 768 (HD),,,,Lithium-ion,,,825633598225,Black,,,,No,SSD,,,16 gigabytes,,,16 gigabytes,,No,T480,1,,,Wi-Fi,,,SSD,,Intel UHD Graphics 620,,,,,,,,,,,720p,,https://www.bestbuy.com/site/lenovo-t480-14-refurbished-laptop-intel-8th-gen-core-i5-with-16gb-memory-intel-uhd-graphics-620-256gb-ssd-black/6599179.p?skuId=6599179,,,,,,,,,,,,,Black,,,,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/7cf4c80d-d2bc-46bd-ada9-08aecd50c432.jpg;maxHeight=640;maxWidth=550;format=webp,Intel UHD Graphics 620,2018,,0.92 megapixels,,64-bit,,,1,Integrated,,DDR4,Yes,No
,IPS,,,,,None,,,,No,,2,1.4 gigahertz,,,,No,1000 gigabytes,,,,,,,4-cell,,,2024-12-05 03:59:24,400 nits,3.53 pounds,,"Prestige 16 AI Studio B1V 16"" Laptop - Intel Core Ultra 7 with 32GB Memory - 1 TB SSD",,2560 x 1600,,,"1 x USB-A 3.2, 1 x USB-C 3.2",,155H,,Be the first to write a review,,0.75 inches,,No,140 watts,,Intel,Yes,,,1.4 gigahertz,,,,NVIDIA,,,IPS,,400 nits,,No,1000 gigabytes,16 inches,,16 inches,,,14 1/10 inches,,,,,,3 Year Limited,,1 x Thunderbolt 4,,1000 gigabytes,Lithium-polymer,"$2,299.00Your price for this item is $2,299.00",,1 x Thunderbolt 4,,yes,,MSI,,"MSI - Prestige 16 AI Studio B1V 16"" Laptop - Intel Core Ultra 7 with 32GB Memory - 1 TB SSD - Stellar Gray, Gray",Windows 11 Pro,,10 inches,Intel Core Ultra 7 Series 1,Intel Core Ultra 7 Series 1,,3 Year Limited,,,2560 x 1600,,,,Lithium-polymer,,,824142361771,Gray,,,No,Yes,SSD,,100 percent,32 gigabytes,,,32 gigabytes,,Yes,PRE16STU14090,1,,GDDR6,Bluetooth,,,SSD,,NVIDIA GeForce RTX 4070,,,None,,,,,,,,,,https://www.bestbuy.com/site/msi-prestige-16-ai-studio-b1v-16-laptop-intel-core-ultra-7-with-32gb-memory-1-tb-ssd-stellar-gray-gray/6595334.p?skuId=6595334,,,,,,,,8 gigabytes,,,,,"Stellar Gray, Gray",,,,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/b1703a4f-523c-4958-aa0c-23cb3d53f2a9.jpg;maxHeight=640;maxWidth=550;format=webp,NVIDIA GeForce RTX 4070,2024,,,4.8 gigahertz,,,,,Dedicated,,Not provided,No,No
,,,,,,None,,,,Yes,,4,3 gigahertz,,,,,2000 gigabytes,,,,4-core (quad-core),,,,,,2024-12-05 03:59:30,,2.1 pounds,,"EliteBook 840 G8 14"" Refurbished Laptop - Intel 11th Gen Core i7 with 32GB Memory - Intel Iris Xe Graphics - 2TB SSD",,1920 x 1080 (Full HD),8,,"2 x USB-A, 2 x USB-C",,1185G7,,Be the first to write a review,2,,,,,,Intel,Yes,,,3 gigahertz,,,,Intel,,Gold,,,,,No,2000 gigabytes,14 inches,,14 inches,,Air,8.44 inches,,,,,,90 Days,,"1 x HDMI, 2 x DisplayPort",,2000 gigabytes,Lithium-ion,$915.99Your price for this item is $915.99,2,"1 x HDMI, 2 x DisplayPort",,yes,,HP,,"HP - EliteBook 840 G8 14"" Refurbished Laptop - Intel 11th Gen Core i7 with 32GB Memory - Intel Iris Xe Graphics - 2TB SSD - Silver",Windows 11 Pro,,12.73 inches,Intel 11th Generation Core i7,Intel 11th Generation Core i7,,90 days,,,1920 x 1080 (Full HD),,0,,Lithium-ion,,,825633590175,Silver,,,,Yes,SSD,,,32 gigabytes,,,32 gigabytes,,Yes,840 G8,,,,Wi-Fi,,,SSD,,Intel Iris Xe Graphics,,,,,,,,,,,720p,,https://www.bestbuy.com/site/hp-elitebook-840-g8-14-refurbished-laptop-intel-11th-gen-core-i7-with-32gb-memory-intel-iris-xe-graphics-2tb-ssd-silver/6579714.p?skuId=6579714,,,,,,,,,,,,,Silver,,,,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/90976427-aab3-4282-bd12-e228e94b593b.jpg;maxHeight=640;maxWidth=550;format=webp,Intel Iris Xe Graphics,2020,,0.92 megapixels,4.8 gigahertz,64-bit,2,,1,Integrated,,DDR4,Yes,No
,,,,,,None,,,,Yes,,3,2.4 gigahertz,,,,,512 gigabytes,,,,2-core (dual-core),,,,,,2024-12-05 03:59:36,,3.68 pounds,,"Refurbished Latitude E5470 14"" Laptop - Intel Core i5 - 16GB Memory - 512GB Solid State Drive",Yes,1366 x 768 (HD),4,,3 x USB-A 3.0,,6300U,,(15 Reviews),,13.2 inches,,,,,Intel,Yes,,Yes,2.4 gigahertz,,,,Intel,,Gold,,AC,,,No,512 gigabytes,14 inches,,14 inches,,Air,,,,Yes,,,364 days,,1 x HDMI,,512 gigabytes,Lithium-ion,$353.99Your price for this item is $353.99,,1 x HDMI,,yes,,Dell,,"Dell - Refurbished Latitude E5470 14"" Laptop - Intel Core i5 - 16GB Memory - 512GB Solid State Drive - Black",Windows 10 Pro,,0.9 inches,Intel 6th Generation Core i5,Intel 6th Generation Core i5,,364 days,,,1366 x 768 (HD),,,,Lithium-ion,,,825633482562,Black,,,,No,SSD,,,16 gigabytes,,,16 gigabytes,,No,E5470,1,,,"Bluetooth, Wi-Fi",,,SSD,,Intel HD Graphics 520,LCD,,,,,,,,,,,,https://www.bestbuy.com/site/dell-refurbished-latitude-e5470-14-laptop-intel-core-i5-16gb-memory-512gb-solid-state-drive-black/6445053.p?skuId=6445053,,,,,,,4.5,,,,,,Black,,,Wi-Fi 5,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6445/6445053_sd.jpg;maxHeight=640;maxWidth=550;format=webp,Intel HD Graphics 520,2016,,,3 gigahertz,64-bit,,,,Integrated,,DDR4,Yes,No
,,,,,,,,,1,Yes,,1,,,,,,512 gigabytes,,,,16-core,,,,,,2024-12-05 03:59:42,,4.1 pounds,,"Samsung -  Galaxy Book4 Ultra 16"" Touch-Screen Laptop - Ultra 7 with 16GB Memory -  512GB SSD",,2880 x 1800,,,1 x USB-A 3.2,,155H,,Be the first to write a review,,,,,,,Intel,Yes,,,,,,,NVIDIA,,Silver,,,,,Yes,512 gigabytes,16 inches,,16 inches,,,,AKG Quad Speakers,120Hz,Yes,,,1 year limited,,"1 x HDMI 2.1, 2 x Thunderbolt 4",,512 gigabytes,Lithium-ion,"$2,299.99Your price for this item is $2,299.99",,"1 x HDMI 2.1, 2 x Thunderbolt 4",,yes,,Samsung,,"Samsung -  Galaxy Book4 Ultra 16"" Touch-Screen Laptop - Ultra 7 with 16GB Memory -  512GB SSD - Moonstone Gray",Windows 11 Pro,,,Intel Core Ultra 7 Series 1 Evo Edition,Intel Core Ultra 7 Series 1 Evo Edition,,1 year limited,,,2880 x 1800,,,,Lithium-ion,,,887276845050,,120Hz,,,Yes,SSD,,,16 gigabytes,,,16 gigabytes,,Yes,NP964XGL-XG3US,,,,"Wi-Fi, Bluetooth",,,SSD,,NVIDIA GeForce RTX 4050,,,,,,,,,,,,Yes,https://www.bestbuy.com/site/samsung-galaxy-book4-ultra-16-touch-screen-laptop-ultra-7-with-16gb-memory-512gb-ssd-moonstone-gray/6602806.p?skuId=6602806,,,,,,,,,,,,,Moonstone Gray,,,,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/fe841c43-5b04-42fc-9304-70b4cef7d64a.jpg;maxHeight=640;maxWidth=550;format=webp,NVIDIA GeForce RTX 4050,2024,,,,,2,,1,Integrated,,LPDDR5X,Yes,Yes
,IPS,,,,,,,,,No,,3,1.6 gigahertz,,,,,256 gigabytes,,,,4-core (quad-core),1 megabytes,,,,,2024-12-05 03:59:49,250 nits,3.23 pounds,,Lenovo Thinkpad T490 Laptop Intel Core i5-8365U 1.6GHZ 16GB 256GB SSD Windows 10 Pro - Refurbished,,1920 x 1080 (Full HD),8,,"2 x USB-A 3.1, 1 x USB-C",,8365U,,(3 Reviews),,0.74 inches,,,,,Intel,Yes,1 megabytes,,1.6 gigahertz,,,,Intel,,,IPS,,250 nits,,No,256 gigabytes,14 inches,,14 inches,,,12.95 inches,,,,,,"This warranty is valid for 18 months from the date of purchase, and covers parts and labor.",,1 x HDMI,,256 gigabytes,Lithium-ion,$269.99Your price for this item is $269.99,,1 x HDMI,,yes,1600 megahertz,Lenovo,,Lenovo Thinkpad T490 Laptop Intel Core i5-8365U 1.6GHZ 16GB 256GB SSD Windows 10 Pro - Refurbished - Black,Windows 10 Pro,,8.94 inches,Intel 8th Generation Core i5,Intel 8th Generation Core i5,,"This warranty is valid for 18 months from the date of purchase, and covers parts and labor.",,,1920 x 1080 (Full HD),,,,Lithium-ion,,,840226697970,,,,,No,SSD,,,16 gigabytes,,,16 gigabytes,,No,T490.i5.16.256,,,,,,,SSD,,Intel UHD Graphics 620,,,,,,,,,,,,,https://www.bestbuy.com/site/lenovo-thinkpad-t490-laptop-intel-core-i5-8365u-1-6ghz-16gb-256gb-ssd-windows-10-pro-refurbished-black/6567266.p?skuId=6567266,,Amazon Alexa,,,,,2.3,,,,"L1, L2, L3",,Black,,,,6 megabytes,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/0da24556-706d-418a-bd7b-b680e57b122c.jpg;maxHeight=640;maxWidth=550;format=webp,Intel UHD Graphics 620,2019,,,4.1 gigahertz,,,,1,Integrated,,DDR4 SDRAM,No,No
,,,,,,None,10/100/1000,,,Yes,DTS Sound+,3,2.4 gigahertz,,,,,512 gigabytes,,,,2-core (dual-core),,,,,,2024-12-05 04:00:01,,5.1 pounds,,"ProBook 15.6"" Refurbished Laptop - Intel Core i5 - 16GB Memory - 512GB SSD",,1366 x 768 (HD),,,"2 x USB-A 3.0, 1 x USB-C 3.0",,6300U,,(5 Reviews),2,27.4 inches,,,,,Intel,No,,Yes,2.4 gigahertz,,,,Intel,,Gold,,N,,,No,512 gigabytes,15.6 inches,,15.6 inches,,Air,14.88 inches,Stereo sound,,Yes,,,364 days,,1 x VGA,,512 gigabytes,Lithium-ion,$379.99Your price for this item is $379.99,,1 x VGA,,yes,2133 megahertz,HP,,"HP - ProBook 15.6"" Refurbished Laptop - Intel Core i5 - 16GB Memory - 512GB SSD - Gray",Windows 10 Pro,,10.11 inches,Intel 6th Generation Core i5,Intel 6th Generation Core i5,,364 days,,,1366 x 768 (HD),,,,Lithium-ion,,,825633483729,Gray,,,,No,SSD,,,16 gigabytes,,,16 gigabytes,,No,650 G2,1,,,"Bluetooth, Wi-Fi",,,SSD,,Intel HD Graphics 520,LCD,,,,,,,,,16 gigabytes,,,https://www.bestbuy.com/site/hp-probook-15-6-refurbished-laptop-intel-core-i5-16gb-memory-512gb-ssd-gray/6458030.p?skuId=6458030,,,,,,Yes,3.6,,,,,,Gray,,,Wi-Fi 4,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/a6aab695-4af8-4f05-b3c1-09c2253972bd.jpg;maxHeight=640;maxWidth=550;format=webp,Intel HD Graphics 520,2016,,,3 gigahertz,64-bit,,,,Integrated,Cable lock slot,DDR4,No,No
,,,,,,,,,,No,,,,,,,,256 gigabytes,,,,,,,,,,2024-12-05 04:00:07,,2.62 pounds,,"Lenovo ThinkPad X13 Yoga Gen 2 13.3"" Intel Core i5-1145G7 16GB RAM, 256GB SSD, Windows 10 Pro Touch- Refurbished",,1900 x 1200 (WUXGA),,,,,1145G7,,Be the first to write a review,,,,,,,Intel,Yes,,,,,,,Intel,,,,,,,No,256 gigabytes,13.3 inches,,13.3 inches,,,,,,,,,18 Months,,1 x HDMI,,256 gigabytes,Lithium-ion,$449.99Your price for this item is $449.99,,1 x HDMI,,yes,,Lenovo,,"Lenovo ThinkPad X13 Yoga Gen 2 13.3"" Intel Core i5-1145G7 16GB RAM, 256GB SSD, Windows 10 Pro Touch- Refurbished - Silver",Windows 10 Pro,,,Intel 11th Generation Core i5,Intel 11th Generation Core i5,,18 Months,,,1900 x 1200 (WUXGA),,,,Lithium-ion,,,840415224413,Silver,,,,No,SSD,,,16 gigabytes,,,16 gigabytes,,No,LN.X13YG2.I5.1145G7.16.256.10P,,,,,,,SSD,,Intel Graphics,,,,,,,,,,,,,https://www.bestbuy.com/site/lenovo-thinkpad-x13-yoga-gen-2-13-3-intel-core-i5-1145g7-16gb-ram-256gb-ssd-windows-10-pro-touch-refurbished-silver/6599002.p?skuId=6599002,,,,,,,,,,,,,Silver,,,,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/86b40fa9-4f9a-4f6e-9389-8fd63704d0f0.jpg;maxHeight=640;maxWidth=550;format=webp,Intel Graphics,2018,,,,,,,,Integrated,,DDR4,No,No
,,,,,,,,,,No,,,,,,,,256 gigabytes,,,,,,,,,,2024-12-05 04:00:13,,2.98 pounds,,"HP Zbook Firefly 14 G8 Laptop, Intel i5-1145G7 2.4GHZ, 16GB RAM, 256GB SSD  Windows 10 Pro-64- Refurbished",,1920 x 1080 (Full HD),,,,,1145G7,,Be the first to write a review,,,,,,,Intel,Yes,,,,,,,Intel,,,,,,,No,256 gigabytes,14 inches,,14 inches,,,,,,,,,18 Months,,1 x HDMI,,256 gigabytes,Lithium-ion,$489.99Your price for this item is $489.99,,1 x HDMI,,yes,,HP,,"HP Zbook Firefly 14 G8 Laptop, Intel i5-1145G7 2.4GHZ, 16GB RAM, 256GB SSD  Windows 10 Pro-64- Refurbished - Gray",Windows 10 Pro,,,Intel 11th Generation Core i5,Intel 11th Generation Core i5,,18 Months,,,1920 x 1080 (Full HD),,,,Lithium-ion,,,840415224307,Gray,,,,No,SSD,,,16 gigabytes,,,16 gigabytes,,No,HP.FF14G8.I5.1145G7.16.256.10P,,,,,,,SSD,,Intel Graphics,,,,,,,,,,,,,https://www.bestbuy.com/site/hp-zbook-firefly-14-g8-laptop-intel-i5-1145g7-2-4ghz-16gb-ram-256gb-ssd-windows-10-pro-64-refurbished-gray/6598991.p?skuId=6598991,,,,,,,,,,,,,Gray,,,,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5b3aff76-5c5a-4980-a934-086006069538.jpg;maxHeight=640;maxWidth=550;format=webp,Intel Graphics,2018,,,,,,,,Integrated,,DDR4,No,No
,,,,64 gigabytes,,,,,,No,,,,,,,,64 gigabytes,,,,,,,,,,2024-12-05 04:00:19,,2.65 pounds,,"Acer Spin - 13.3"" Chromebook Qualcomm Kryo 468 2.1GHz 4GB RAM 64GB FLASH Chrome - Refurbished",,1920 x 1080 (Full HD),,,,,Kryo 468,,Be the first to write a review,,,,,,,Qualcomm,Yes,,,,,,,Qualcomm,,,,,,,Yes,64 gigabytes,13.3 inches,,13.3 inches,,,12.2 inches,,,,,,90 Days,,1 x HDMI,,,Lithium-ion,$252.99Your price for this item is $252.99,,1 x HDMI,,yes,,Acer,,"Acer Spin - 13.3"" Chromebook Qualcomm Kryo 468 2.1GHz 4GB RAM 64GB FLASH Chrome - Refurbished - Steel Gray",Chrome OS,,8.2 inches,Intel Pentium,Intel Pentium,,90 days,,,1920 x 1080 (Full HD),,,,Lithium-ion,,,840226618845,Gray,,,,Yes,eMMC,,,4 gigabytes,,,4 gigabytes,,Yes,NX.AA5AA.004,,,,,,,eMMC,,Qualcomm Adreno 618,,,,,,,,,,,,,https://www.bestbuy.com/site/acer-spin-13-3-chromebook-qualcomm-kryo-468-2-1ghz-4gb-ram-64gb-flash-chrome-refurbished-steel-gray/6578550.p?skuId=6578550,,,,,,,,,,,,,Steel Gray,,,,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/daabdece-93b0-4964-9acc-6a0b9351d22e.jpg;maxHeight=640;maxWidth=550;format=webp,Qualcomm Adreno 618,2021,,,,,,,1,Integrated,,LPDDR4X,No,Yes
