key_specs.graphics,general.product_name,processor.number_of_cpu_cores,features.casing_material,graphics.unlocked_gpu,memory.expandable_memory_compatibility,graphics.gpu_boost_clock_frequency,connectivity.usb_ports,key_specs.battery_type,memory.type_of_memory_(ram),camera.front_facing_camera_megapixels,connectivity.number_of_usb-c_charging_ports,power.battery_type,connectivity.ethernet_card,certifications_&_listings.epeat_qualified,general.model_family,key_specs.battery_life_(up_to),key_specs.works_with,general.year_of_release,storage.hard_drive_interface,processor.l1_cache,dimension.product_height,camera.front_facing_camera_video_resolution,camera.rear_facing_camera_megapixels,connectivity.network_connectivity,connectivity.compatible_wireless_standard(s),storage.emmc_capacity,dimensions.product_width,camera.rear_facing_camera_video_resolution,connectivity.display_connector(s),connectivity.number_of_usb_ports_(total),included.optical_drive_type,storage.hard_drive_rpm,connectivity.bluetooth_version,cooling.cpu_cooling_system,display.refresh_rate,compatibility.operating_system_compatibility,camera.built-in_microphone,memory.number_of_memory_sticks_included,graphics.number_of_gpu_cores,connectivity.number_of_hdmi_outputs_(total),key_specs.refresh_rate,features.touchpad_type,features.speaker_type,storage.hard_drive_capacity,key_specs.screen_resolution,graphics.graphics_type,dimensions.product_weight,key_specs.backlit_keyboard,included.included_software,features.media_card_slot,display.high_dynamic_range_(hdr),power.power_supply_input,processor.neural_processing_unit_(npu),display.display_surface,display.color_gamut_(ntsc),connectivity.headphone_jack,general.model_number,storage.total_storage_capacity,connectivity.wireless_connectivity,other.upc,power.charging_interface(s),graphics.graphics,dimension.product_weight,graphics.gpu_video_memory_type_(ram),warranty.manufacturer's_warranty_-_labor,processor.l3_cache,rating_average,connectivity.wireless_standard,dimension.product_width,features.backlit_keyboard,display.screen_type,features.media_card_reader,cooling.number_of_cpu_cooling_fans,storage.solid_state_drive_capacity,key_specs.screen_type,connectivity.number_of_displayport_outputs_(total),display.screen_size,display.screen_resolution,graphics.gpu_base_clock_frequency,key_specs.screen_size,warranty.manufacturer's_warranty_-_parts,features.keyboard_technology,review_count,connectivity.number_of_vga_ports,camera.rear-facing_camera,power.power_supply_maximum_wattage,key_specs.brightness,connectivity.gps_enabled,dimensions.product_height,features.customizable_case_lighting,key_specs.voice_assistant_built-in,certifications_&_listings.energy_star_certified,storage.solid_state_drive_interface,in_stock,key_specs.2-in-1_design,dimensions.product_depth,processor.unlocked_processor,graphics.advanced_graphics_rendering_technique(s),compatibility.operating_system_architecture,key_specs.touch_screen,certifications_&_listings.epeat_level,key_specs.cpu_base_clock_frequency,camera.front-facing_camera,features.mac_features,price,memory.number_of_memory_slots,included.stylus_included,connectivity.data_plan_required,key_specs.total_storage_capacity,features.security_features,display.display_type,processor.processor_brand,display.touch_screen,display.stylus_input,connectivity.number_of_usb_type_c_charging_ports,features.customizable_keyboard_lighting,graphics.gpu_video_memory_(ram),power.battery_capacity,memory.system_memory_ram_expandable_to,features.cable_lock_slot,features.windows_ai,processor.cpu_base_clock_frequency,features.keyboard_included,display.brightness,processor.cpu_cache_memory_level,cooling.number_of_gpu_cooling_fans,memory.system_memory_ram_speed,connectivity.interface(s),key_specs.system_memory_(ram),key_specs.storage_type,key_specs.display_connector(s),processor.maximum_npu_performance,storage.hard_drive_accelerator,"expansion.number_of_internal_2.5""_bays",general.color_category,compatibility.works_with,connectivity.number_of_thunderbolt_ports_(total),url,processor.processor_model_number,timestamp,key_specs.wireless_connectivity,display.color_gamut_(standard_rgb),processor.processor_model,connectivity.number_of_usb-a_charging_ports,key_specs.security_features,features.2-in-1_design,features.windows_features,compatibility.voice_assistant_built-in,connectivity.microphone_input,connectivity.displayport_over_usb-c,memory.system_memory_(ram),power.battery_cells,power.battery_life_(up_to),key_specs.processor_model,features.chrome_features,general.color,storage.storage_type,compatibility.operating_system,graphics.gpu_brand,included.numeric_keypad,features.gps_enabled,expansion.number_of_m.2_slots,general.brand,dimension.product_depth,processor.l2_cache,features.audio_technology,processor.cpu_boost_clock_frequency,connectivity.wireless_networking_standard,features.foldable_screen,features.stylus_dock,key_specs.operating_system,processor.number_of_cpu_threads,display.synchronization_technology,cooling.gpu_cooling_system,connectivity.number_of_ethernet_ports,product_title
AMD Radeon,HP Elitebook 745 G6 Laptop AMD Ryzen 7-3700U 2.3Ghz 8GB 256GB SSD Windows 10 Pro - Refurbished,4-core (quad-core),,,,,"1 x USB-C, 2 x USB-C 3.1",Lithium-ion,DDR4 ECC SO-DIMM,,,Lithium-ion,,No,,,,2019,,,,,,,,,12.83 inches,,1 x HDMI 2.0,3,,,,,,,,,,,,,,,1920 x 1080 (Full HD),Integrated,3.31 pounds,No,,,,,,,,,745G6.8.256.Pro,256 gigabytes,Wi-Fi,840226668383,,AMD Radeon,,,18 Months,,3.6,,,No,,,,256 gigabytes,,,14 inches,1920 x 1080 (Full HD),,14 inches,18 Months,,(15 Reviews),,,,,,,,,No,,yes,,9.21 inches,,,,No,,4 gigahertz,Yes,,$259.99Your price for this item is $259.99,,,,256 gigabytes,,,AMD,No,,,,,,,,,4 gigahertz,,,,,,,8 gigabytes,SSD,1 x HDMI 2.0,,,,Silver,,,https://www.bestbuy.com/site/hp-elitebook-745-g6-laptop-amd-ryzen-7-3700u-2-3ghz-8gb-256gb-ssd-windows-10-pro-refurbished-silver/6520807.p?skuId=6520807,3700U,2024-11-02 20:53:10,,,AMD Ryzen 7 3000 Series,,,,,,,,8 gigabytes,,,AMD Ryzen 7 3000 Series,,Silver,SSD,Windows 10 Pro,AMD Radeon,,,,HP,,,,4 gigahertz,,,,,,,,,HP Elitebook 745 G6 Laptop AMD Ryzen 7-3700U 2.3Ghz 8GB 256GB SSD Windows 10 Pro - Refurbished - Silver
Intel Iris Plus Graphics 645,"Geek Squad Certified Refurbished MacBook Pro - 13"" Display with Touch Bar - Intel Core i5 - 8GB Memory - 256GB SSD",,Aluminum,,,,,Lithium-polymer,LPDDR3,,,Lithium-polymer,,Yes,,,,2019,,,,720p,,,,,12 inches,,2 x Thunderbolt 3,,None,,,,,,Yes,,,,,,Stereo speakers with high dynamic range,,2560 x 1600 (Retina),Integrated,3.02 pounds,Yes,,,,Thunderbolt,,,,Yes,GSRF MUHR2LL/A,256 gigabytes,,400064898399,,Intel Iris Plus Graphics 645,,,90 days,,4.4,,,Yes,,,,256 gigabytes,,,13.3 inches,2560 x 1600 (Retina),,13.3 inches,90 days,,(48 Reviews),,,61 watts,,,0.59 inches,,,Yes,,yes,,8.36 inches,,,,No,Gold,,Yes,"Force touch trackpad, Siri, Touch ID sensor",$549.99Your price for this item is $549.99,,,,256 gigabytes,,,Intel,No,,,,,,,,,,,,,,2133 megahertz,,8 gigabytes,SSD,2 x Thunderbolt 3,,,,,,,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-pro-13-display-with-touch-bar-intel-core-i5-8gb-memory-256gb-ssd-silver/6489839.p?skuId=6489839,Not provided,2024-11-02 20:53:15,,,Intel 8th Generation Core i5,,,,,Siri,,,8 gigabytes,,,Intel 8th Generation Core i5,,Silver,SSD,Mac OS,Intel,No,,,Apple,,,Stereo speakers with high dynamic range,,,,,,,,,,"Apple - Geek Squad Certified Refurbished MacBook Pro - 13"" Display with Touch Bar - Intel Core i5 - 8GB Memory - 256GB SSD - Silver"
Intel UHD Graphics 620,"Latitude 7490 14"" Refurbished Laptop - Intel Core i5 - 16GB Memory - 1TB SSD",2-core (dual-core),,,,,3 x USB-A,Lithium-ion,DDR4 SDRAM,,,Lithium-ion,,Yes,,,,2017,,,,,,,,,13.03 inches,,1 x HDMI,3,None,,,Air,,,Yes,,,1,,,,,1920 x 1080 (Full HD),Integrated,3.11 pounds,Yes,,,,,,,,Yes,7490,1000 gigabytes,"Bluetooth, Wi-Fi",825633546929,,Intel UHD Graphics 620,,,364 days,,4.4,,,Yes,,,,1000 gigabytes,,,14 inches,1920 x 1080 (Full HD),,14 inches,364 days,,(13 Reviews),,,,,,,,,No,,yes,,0.69 inches,,,64-bit,No,Gold,2.6 gigahertz,No,,$447.99Your price for this item is $447.99,2,,,1000 gigabytes,Cable lock slot,,Intel,No,,,,,,,,,2.6 gigahertz,,,,,,,16 gigabytes,SSD,1 x HDMI,,,,Black,,,https://www.bestbuy.com/site/dell-latitude-7490-14-refurbished-laptop-intel-core-i5-16gb-memory-1tb-ssd-black/6490958.p?skuId=6490958,7300U,2024-11-02 20:53:19,,,Intel 7th Generation Core i5,,,,,,,,16 gigabytes,,,Intel 7th Generation Core i5,,Black,SSD,Windows 10 Pro,Intel,,,,Dell,,,,3.5 gigahertz,,,,,4,,,1,"Dell - Latitude 7490 14"" Refurbished Laptop - Intel Core i5 - 16GB Memory - 1TB SSD - Black"
Intel UHD Graphics,"ZBook Firefly 15 G7 15.6"" Refurbished Laptop - Intel 10th Gen Core i7 with 32GB Memory - Intel UHD Graphics - 1TB SSD",4-core (quad-core),,,,,"2 x USB-A, 2 x USB-C",Lithium-ion,DDR4,0.92 megapixels,,Lithium-ion,,Yes,,,,2020,,,,720p,,,,,14.15 inches,,1 x HDMI,4,None,,,Air,,,,,,1,,,,,1920 x 1080 (Full HD),Integrated,3.74 pounds,Yes,,,,,,,,,ZBook Firefly 15 G7,1000 gigabytes,Wi-Fi,825633595774,,Intel UHD Graphics,,,364 days,,,,,Yes,,,,1000 gigabytes,,,15.6 inches,1920 x 1080 (Full HD),,15.6 inches,364 days,,Be the first to write a review,,,,,,,,,Yes,,yes,,9.19 inches,,,64-bit,No,Gold,1.8 gigahertz,Yes,,$915.00Your price for this item is $915.00,2,,,1000 gigabytes,,,Intel,No,,,,,,,,,1.8 gigahertz,,,,,,,32 gigabytes,SSD,1 x HDMI,,,,Gray,,,https://www.bestbuy.com/site/hp-zbook-firefly-15-g7-15-6-refurbished-laptop-intel-10th-gen-core-i7-with-32gb-memory-intel-uhd-graphics-1tb-ssd-gray/6586572.p?skuId=6586572,i7-10610U,2024-11-02 20:53:24,,,Intel 10th Generation Core i7,,,,,,,,32 gigabytes,,,Intel 10th Generation Core i7,,Gray,SSD,Windows 11 Pro,Intel,,,,HP,,,,4.9 gigahertz,,,,,8,,,1,"HP - ZBook Firefly 15 G7 15.6"" Refurbished Laptop - Intel 10th Gen Core i7 with 32GB Memory - Intel UHD Graphics - 1TB SSD - Gray"
Intel UHD Graphics,"ThinkPad T14 Gen 4 14""  Laptop- Intel i5 with 16GB Memory - 256GB SSD",10-core,,,,,,Lithium-ion polymer,DDR5,,,Lithium-ion polymer,,Yes,,9.5 hours,,2023,,,,,,,,,0.7 inches,,"1 x HDMI, 2 x Thunderbolt",,,,,,60Hz,,Yes,,,1,60Hz,,,,1920 x 1200 (WUXGA),Integrated,3 pounds,Yes,,,,,,,,Yes,21HD0025US,256 gigabytes,"Bluetooth, Wi-Fi",196804638874,,Intel UHD Graphics,,,3,,,,,Yes,IPS,,,256 gigabytes,IPS,,14 inches,1920 x 1200 (WUXGA),,14 inches,3,,Be the first to write a review,,,,300 nits,,12.51 inches,,,Yes,,yes,No,8.93 inches,,,,No,Gold,,Yes,,"$1,479.99Your price for this item is $1,479.99",,,,256 gigabytes,,,Intel,No,,,,,,,,Copilot,,,300 nits,,,,,16 gigabytes,SSD,"1 x HDMI, 2 x Thunderbolt",,,,Gray,Amazon Alexa,,https://www.bestbuy.com/site/lenovo-thinkpad-t14-gen-4-14-laptop-intel-i5-with-16gb-memory-256gb-ssd-gray/6550266.p?skuId=6550266,1335U,2024-11-02 20:53:31,,,Intel 13th Generation Core i5,,,No,,No,Yes,,16 gigabytes,,9.5 hours,Intel 13th Generation Core i5,,Gray,SSD,Windows 11 Pro,Intel,,,,Lenovo,,,,4.6 gigahertz,,,,,12,,,,"Lenovo - ThinkPad T14 Gen 4 14""  Laptop- Intel i5 with 16GB Memory - 256GB SSD - Gray"
Intel Graphics,"ThinkPad T16 Gen 3 16"" Laptop - Ultra 5 with 16GB Memory - 256GB SSD",12-core,Plastic,,,,"2 x USB-A 3.2, 2 x USB-C",Lithium-polymer,DDR5,5 megapixels,2,Lithium-polymer,10/100/1000,Yes,,,,2024,,,,,,,,,14.16 inches,,"1 x HDMI 2.1, 1 x Thunderbolt 4",4,None,,,,60Hz,,Yes,,,1,60Hz,,"Stereo speakers, 2W x2, Dolby Audio",,1920 x 1200 (WUXGA),Integrated,4.03 pounds,Yes,,,,,Yes,,45 percent,Yes,21MN005LUS,256 gigabytes,"Bluetooth, Wi-Fi",198153432240,,Intel Graphics,,,1 year limited,,,AX,,Yes,IPS,No,,256 gigabytes,IPS,,16 inches,1920 x 1200 (WUXGA),,16 inches,1 year limited,,Be the first to write a review,,,100 watts,300 nits,,0.77 inches,,,Yes,PCIe 4.0,yes,No,9.87 inches,,,,No,Gold,1.3 gigahertz,Yes,,"$1,519.99Your price for this item is $1,519.99",,,,256 gigabytes,,,Intel,No,,,,,,64 gigabytes,,Copilot,1.3 gigahertz,,300 nits,,,5600 megahertz,,16 gigabytes,SSD,"1 x HDMI 2.1, 1 x Thunderbolt 4",11 trillions operations per second,,,Black,,1,https://www.bestbuy.com/site/lenovo-thinkpad-t16-gen-3-16-laptop-ultra-5-with-16gb-memory-256gb-ssd-black/6594387.p?skuId=6594387,125U,2024-11-02 20:53:36,,,Intel Core Ultra 5 Series 1,2,,No,,,Yes,,16 gigabytes,,,Intel Core Ultra 5 Series 1,,Black,SSD,Windows 11 Pro,Intel,Yes,,1,Lenovo,,,"High Definition (HD) Audio, Realtek ALC3287 codec",4.3 gigahertz,Wi-Fi 6E,,,,14,,,1,"Lenovo - ThinkPad T16 Gen 3 16"" Laptop - Ultra 5 with 16GB Memory - 256GB SSD - Black"
Intel Iris Plus Graphics 655,"Geek Squad Certified Refurbished MacBook Pro - 13"" Display with Touch Bar - Intel Core i7 - 16GB Memory - 1TB SSD",,Aluminum,,,,,Lithium-polymer,DDR4,,,Lithium-polymer,,No,,10 hours,,2018,,,,720p,,,,,12 inches,,4 x Thunderbolt 3,,None,,,,,,,,,,,,Stereo speakers,,2880 x 1800 (Retina),Integrated,4.02 pounds,Yes,,,,,,,,Yes,GSRF MV982LL/A,1000 gigabytes,,400064896135,,Intel Iris Plus Graphics 655,,,1 year limited,,,,,Yes,,,,1000 gigabytes,,,13 inches,2880 x 1800 (Retina),,13 inches,1 year limited,,Be the first to write a review,,,,,,0.61 inches,,,No,,yes,,8.36 inches,,,,No,,,Yes,"Force touch trackpad, Siri, Touch ID sensor, True Tone","$1,099.99Your price for this item is $1,099.99",,,,1000 gigabytes,,LED,Intel,No,,,Yes,,,,,,,,,,,,,16 gigabytes,SSD,4 x Thunderbolt 3,,,,Space Gray,,4,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-pro-13-display-with-touch-bar-intel-core-i7-16gb-memory-1tb-ssd-space-gray/6489613.p?skuId=6489613,Not provided,2024-11-02 20:53:41,,,Intel 8th Generation Core i7,,,,,,,,16 gigabytes,,10 hours,Intel 8th Generation Core i7,,Space Gray,SSD,Mac OS,Intel,No,,,Apple,,,Wide stereo sound,,,,,,,,,,"Apple - Geek Squad Certified Refurbished MacBook Pro - 13"" Display with Touch Bar - Intel Core i7 - 16GB Memory - 1TB SSD - Space Gray"
Intel Iris Xe Graphics,"Prestige 13 Evo A12M 13.3"" Laptop - Intel Core i5 with 16GB Memory - 512 GB SSD",,,,,,1 x USB-A,Other,LPDDR4X,,,Other,,No,,,,2023,,,,,,None,,,11 4/5 inches,,1 x HDMI,1,None,,,Air,60Hz,,,,,1,60Hz,,,,1920 x 1200 (WUXGA),Integrated,2.18 pounds,Yes,,,,,,,,,PRE13EVO12070,512 gigabytes,Bluetooth,824142317112,,Intel Iris Xe Graphics,,,1 year limited,,,,,Yes,IPS,,,512 gigabytes,IPS,,13.3 inches,1920 x 1200 (WUXGA),,13.3 inches,1 year limited,,Be the first to write a review,,,65 watts,,,0.67 inches,,,No,,yes,No,8 3/10 inches,,,,No,,1.2 gigahertz,Yes,,$964.99Your price for this item is $964.99,,,,512 gigabytes,,LCD,Intel,No,,,,,,,,,1.2 gigahertz,,,,,,,16 gigabytes,SSD,1 x HDMI,,,,White,,,https://www.bestbuy.com/site/msi-prestige-13-evo-a12m-13-3-laptop-intel-core-i5-with-16gb-memory-512-gb-ssd-pure-white/6547626.p?skuId=6547626,1240P,2024-11-02 20:53:46,,,Intel 12th Generation Core i5,,,No,,No,,,16 gigabytes,4-cell,,Intel 12th Generation Core i5,,Pure White,SSD,Windows 11 Home,Intel,,,,MSI,,,,,,,,,,,,,"MSI - Prestige 13 Evo A12M 13.3"" Laptop - Intel Core i5 with 16GB Memory - 512 GB SSD - Pure White"
Intel Iris Plus Graphics,"Geek Squad Certified Refurbished Surface Laptop 3 13.5"" Touch-Screen - Intel Core i5 - 8GB Memory - 256GB SSD",,Aluminum,,,,1 x USB-A,Lithium-ion polymer,LPDDR4X,,,Lithium-ion polymer,,No,,11.5 hours,,2019,,,,720p,,,,,12.1 inches,,No external display connection,1,None,,,Air,60Mhz,,Yes,0,,0,60Mhz,,Omnisonic Speakers,,2256 x 1504,Integrated,2.84 pounds,Yes,Microsoft Office 365 30-day trial,,,,,,,Yes,GSRF V4C-00022,256 gigabytes,Wi-Fi,0400064634201,,Intel Iris Plus Graphics,,LPDDR4X,90 days,,3.0,AX,,Yes,PixelSense,Yes,,256 gigabytes,PixelSense,0,13.5 inches,2256 x 1504,,13.5 inches,90 Days,,(2 Reviews),0,,,400 nits,,0.57 inches,No,,No,,yes,No,8.79 inches,,,,Yes,,1.2 gigahertz,Yes,,$879.99Your price for this item is $879.99,0,No,,256 gigabytes,Facial recognition,LCD,Intel,Yes,Built for Windows Ink (Active),,No,,,,None,,1.2 gigahertz,,400 nits,,,,,8 gigabytes,SSD,No external display connection,,,,Black,Cortana,0,https://www.bestbuy.com/site/microsoft-geek-squad-certified-refurbished-surface-laptop-3-13-5-touch-screen-intel-core-i5-8gb-memory-256gb-ssd-matte-black/6463420.p?skuId=6463420,1035G7,2024-11-02 20:53:51,,,Intel 10th Generation Core i5,,,No,,No,Yes,,8 gigabytes,,11.5 hours,Intel 10th Generation Core i5,,Matte Black,SSD,Windows 10 Home,Intel,No,,,Microsoft,,,Dolby® Audio™,,,No,None,,,,,0,"Microsoft - Geek Squad Certified Refurbished Surface Laptop 3 13.5"" Touch-Screen - Intel Core i5 - 8GB Memory - 256GB SSD - Matte Black"
NVIDIA GeForce RTX 4080,"Raider 18 HX 18"" Gaming Laptop 3840x2400 UHD+ - Intel 14th Gen Core i9 with 128GB - NVIDIA GeForce RTX 4080 - 2TB SSD",24-core,,,,,3 x USB-A 3.2,Lithium-ion polymer,DDR5,2 megapixels,,Lithium-ion polymer,,No,,5 hours,,2024,,,,1080p,,,,,15.91 inches,,"1 x HDMI 2.1, 2 x Thunderbolt 4",3,,,,,,,Yes,,,1,,,4x2W Speakers 2W x2W Woofer,,3840 x 2400,Dedicated,7.94 pounds,Yes,,Secure Digital,,,,,,,RAIDER18HX14258,2000 gigabytes,,824142359167,,NVIDIA GeForce RTX 4080,,GDDR6,1 year limited,,,,,Yes,,Yes,,2000 gigabytes,,,18 inches,3840 x 2400,,18 inches,1 year limited,,Be the first to write a review,,,,,,1.26 inches,,,No,,yes,,12.09 inches,,,,No,,1.6 gigahertz,Yes,,"$3,999.00Your price for this item is $3,999.00",,,,2000 gigabytes,,,Intel,No,,,,12 gigabytes,,,,,1.6 gigahertz,,,,,,,128 gigabytes,SSD,"1 x HDMI 2.1, 2 x Thunderbolt 4",,,,Black,,2,https://www.bestbuy.com/site/msi-raider-18-hx-18-gaming-laptop-3840x2400-uhd-intel-14th-gen-core-i9-with-128gb-nvidia-geforce-rtx-4080-2tb-ssd-black/6595456.p?skuId=6595456,i9-14900HX,2024-11-02 20:53:57,,,Intel Core i9 14th Generation,,,,,,,,128 gigabytes,4-cell,5 hours,Intel Core i9 14th Generation,,Black,SSD,Windows 11 Pro,NVIDIA,,,,MSI,,,Sound by Dynaudio,5.8 gigahertz,,,,,32,,,,"MSI - Raider 18 HX 18"" Gaming Laptop 3840x2400 UHD+ - Intel 14th Gen Core i9 with 128GB - NVIDIA GeForce RTX 4080 - 2TB SSD - Black"
Intel Iris Xe Graphics,"Latitude 7420 14"" Refurbished Touch-Screen Laptop - Intel 11th Gen Core i7 with 32GB Memory - 512GB SSD",4-core (quad-core),,,,,"1 x USB-A, 2 x USB-C",Lithium-ion,LPDDR4,0.92 megapixels,,Lithium-ion,,Yes,,,,2021,,,,720p,,,,,8.22 inches,,"1 x HDMI, 1 x DisplayPort",3,None,,,Air,,,,,,1,,,,,1920 x 1080 (Full HD),Integrated,2.7 pounds,Yes,,,,,,,,,7420,512 gigabytes,Wi-Fi,825633568822,,Intel Iris Xe Graphics,,,90 days,,4.6,,,Yes,,,,512 gigabytes,,1,14 inches,1920 x 1080 (Full HD),,14 inches,90 Days,,(5 Reviews),0,,,,,,,,Yes,,yes,,12.65 inches,,,64-bit,Yes,Gold,3 gigahertz,Yes,,$719.99Your price for this item is $719.99,2,,,512 gigabytes,,,Intel,Yes,,,,,,,,,3 gigahertz,,,,,,,32 gigabytes,SSD,"1 x HDMI, 1 x DisplayPort",,,,Black,,1,https://www.bestbuy.com/site/dell-latitude-7420-14-refurbished-touch-screen-laptop-intel-11th-gen-core-i7-with-32gb-memory-512gb-ssd-black/6579719.p?skuId=6579719,1185G7,2024-11-02 20:54:01,,,Intel 11th Generation Core i7,,,,,,,,32 gigabytes,,,Intel 11th Generation Core i7,,Black,SSD,Windows 11 Pro,Intel,,,,Dell,,,,4.8 gigahertz,,,,,8,,,,"Dell - Latitude 7420 14"" Refurbished Touch-Screen Laptop - Intel 11th Gen Core i7 with 32GB Memory - 512GB SSD - Black"
AMD Radeon,"Chromebook Spin 514 14.0"" FHD IPS Touch Display Laptop- AMD Ryzen 5 5625C Hexa-Core-8GB LPDDR4X Memory- 128GB eMMC",,,,,,"1 x USB-A 3.2, 2 x USB-C 3.2",Lithium-ion,LPDDR4X,,,Lithium-ion,,No,,10 hours,,2022,,,,,,,,128 gigabytes,8.82 inches,,1 x HDMI 2.0,3,,,,,,,Yes,,,1,,,,,1920 x 1080 (Full HD),Integrated,3.31 pounds,Yes,,,,,,,,,CP514-3HH-R6VK,128 gigabytes,"Bluetooth, Wi-Fi",193199104557,,AMD Radeon,,,1 year,,4.0,,,Yes,IPS,,,,IPS,,14 inches,1920 x 1080 (Full HD),,14 inches,1 year,,(1 Review),,,,,,,,,Yes,,yes,,12.7 inches,,,,Yes,,,Yes,,$699.99Your price for this item is $699.99,,,,128 gigabytes,,,AMD,Yes,,,,,,,,,,,,,,,,8 gigabytes,eMMC,1 x HDMI 2.0,,,,Silver,,,https://www.bestbuy.com/site/acer-chromebook-spin-514-14-0-fhd-ips-touch-display-laptop-amd-ryzen-5-5625c-hexa-core-8gb-lpddr4x-memory-128gb-emmc-sparkly-silver/6534574.p?skuId=6534574,5625C Hexa,2024-11-02 20:54:06,,,AMD Ryzen 5 5000 Series,,,,,,,,8 gigabytes,,10 hours,AMD Ryzen 5 5000 Series,,Sparkly Silver,eMMC,Chrome OS,AMD Radeon,,,,Acer,,,DTS Audio,,,,,,,,,,"Acer - Chromebook Spin 514 14.0"" FHD IPS Touch Display Laptop- AMD Ryzen 5 5625C Hexa-Core-8GB LPDDR4X Memory- 128GB eMMC - Sparkly Silver"
AMD Radeon Pro 555X,"Refurbished MacBook Pro - 15"" Display with Touch Bar - Intel Core i7 - 16GB Memory - AMD Radeon Pro 555X - 256GB SSD",,Aluminum,,,,4 x USB-C,Lithium-polymer,DDR4,,,Lithium-polymer,10/100/1000,Yes,,10 hours,,2018,,,,,,,,,13.75 inches,,4 x Thunderbolt 3,4,None,,,Air,,,,,,,,Force Touch trackpad,Stereo speakers with high dynamic range,,2880 x 1800 (Retina),Dedicated,4.02 pounds,Yes,,,,,,,,Yes,GSRF MR962LL/A,256 gigabytes,Wi-Fi,400065154531,,AMD Radeon Pro 555X,,,90 days,,3.8,AC,,Yes,,,,256 gigabytes,,,15.4 inches,2880 x 1800 (Retina),,15.4 inches,90 days,,(24 Reviews),,,,,,0.61 inches,No,,Yes,,yes,No,9.48 inches,,,64-bit,No,Gold,2.2 gigahertz,Yes,"Force touch trackpad, Siri, Touch ID sensor",$699.99Your price for this item is $699.99,,No,,256 gigabytes,,LED,Intel,No,,,,4 gigabytes,,,,,2.2 gigahertz,,,,,2400 megahertz,,16 gigabytes,SSD,4 x Thunderbolt 3,,,,Silver,Siri,,https://www.bestbuy.com/site/apple-refurbished-macbook-pro-15-display-with-touch-bar-intel-core-i7-16gb-memory-amd-radeon-pro-555x-256gb-ssd-silver/6515453.p?skuId=6515453,Not provided,2024-11-02 20:54:11,,,Intel 8th Generation Core i7,,,No,,Siri,,,16 gigabytes,,10 hours,Intel 8th Generation Core i7,,Silver,SSD,Mac OS,AMD Radeon,No,,,Apple,,,Stereo speakers with high dynamic range,,Wi-Fi 5,,None,,,,,,"Apple - Refurbished MacBook Pro - 15"" Display with Touch Bar - Intel Core i7 - 16GB Memory - AMD Radeon Pro 555X - 256GB SSD - Silver"
Intel UHD Graphics 630,"HP Zbook 15U G5 Laptop, Intel i7-8650U 1.9GHZ, 16GB RAM, 256GB SSD HD, Webcam, W10P-64 - Refurbished",4-core (quad-core),,,,,"1 x USB-A 3.0, 1 x USB-A 3.1",Lithium-ion,DDR4 SDRAM,,,Lithium-ion,,No,,,,2018,,1 megabytes,,,,,,,14.6 inches,,No external display connection,2,,,,,,,,,,,,,,,1920 x 1080 (Full HD),Integrated,3.9 pounds,No,,,,,,,,,15U.G5.i7.16.256,256 gigabytes,,840226698007,,Intel UHD Graphics 630,,,"This warranty is valid for 18 months from the date of purchase, and covers parts and labor.",8 megabytes,2.0,,,No,,,,256 gigabytes,,1,15.6 inches,1920 x 1080 (Full HD),,15.6 inches,"This warranty is valid for 18 months from the date of purchase, and covers parts and labor.",,(1 Review),,,,,,,,,No,,yes,,9.91 inches,,,,No,,4.2 gigahertz,Yes,,$373.99Your price for this item is $373.99,,,,256 gigabytes,,,Intel,No,,,,,,,,,4.2 gigahertz,,,"L1, L2, L3",,1900 megahertz,,16 gigabytes,SSD,No external display connection,,,,Silver,,,https://www.bestbuy.com/site/hp-zbook-15u-g5-laptop-intel-i7-8650u-1-9ghz-16gb-ram-256gb-ssd-hd-webcam-w10p-64-refurbished-silver/6567241.p?skuId=6567241,8650U,2024-11-02 20:54:16,,,Intel 8th Generation Core i7,,,,,,,,16 gigabytes,,,Intel 8th Generation Core i7,,Silver,SSD,Windows 10 Pro,Intel,,,,HP,,1 megabytes,,4.2 gigahertz,,,,,,,,,"HP Zbook 15U G5 Laptop, Intel i7-8650U 1.9GHZ, 16GB RAM, 256GB SSD HD, Webcam, W10P-64 - Refurbished - Silver"
