Brand,Laptop_Model_Name,Laptop_Model_Number,Processor_Brand,Processor_Model,Storage_Type,Operating_System,Display_Resolution,Extracted_Rating,Battery_Life(Hours_Upto),Price,Stock,Time_Of_Extraction,URL,Source,Storage_Capacity(GB),Display_Size(Inches),RAM(GB),No_Of_Reviews,Laptop_Dimensions,Laptop_Weight(Pounds),No_of_Reviews
Lenovo,IdeaPad 1 15AMN7,,AMD,Ryzen 3 2200G,SSD,Windows 11 Home,1920x1080,4.3,,219.99,True,2024-11-04 19:17:00,https://www.amazon.com/Lenovo-IdeaPad-Fingerprint-Windows-Renewed/dp/B0CLT3S7WB/ref=sr_1_510?dib=eyJ2IjoiMSJ9.cDUX2Z_b5Aj14BHG_R5hXG9Gb5AOOZ9Z8CNF6ZbmR2xgJYo6X9kdbg4ufKdpn_QTkUcF-3VbCA_ixLtUjZMA2wrcGpmR0tp4lIcGoCtn79aeNThXQHAlMapelrdD2ypshXkXSwDkpXgt5cJjQraLwN31oq7XhYS-4PXouN18fzkCDZvf5GAdwcVmyO3UovXW7-2AL1mCseI1463tm2bVfocpnw83Yqx4jsdV7SF0MBsBHo0bXoGmVkeW9Q1_EJnht6LyM-UT5UR-u_c31DykIEGgTYIkDObTyH_WVJnJYDg.VsgIyVVIH9LywHcFtxrC1AeuRgnwismevodvYNKTXrA&dib_tag=se&qid=1730676819&s=pc&sr=1-510,Amazon,256,15.6,8,66,1.00 x 9.00 x 14.00 inches,3.48,
HP,TPN-I139_767L0AV,,Intel,1355U,SSD,Windows 11 Home,1600 x 900 Pixels,,,1029.0,True,2024-11-04 19:17:04,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3MTA3MjU0ODQ5NzA4MTg5OjE3MzA2NzY4MTk6c3BfYnRmX2Jyb3dzZTozMDA0OTg3OTc2Mjc0MDI6OjA6Og&url=%2FHP-Portable-Touchscreen-i7-1355U-Fingerprint%2Fdp%2FB0DGLXRHY2%2Fref%3Dsr_1_511_sspa%3Fdib%3DeyJ2IjoiMSJ9.cDUX2Z_b5Aj14BHG_R5hXG9Gb5AOOZ9Z8CNF6ZbmR2xgJYo6X9kdbg4ufKdpn_QTkUcF-3VbCA_ixLtUjZMA2wrcGpmR0tp4lIcGoCtn79aeNThXQHAlMapelrdD2ypshXkXSwDkpXgt5cJjQraLwN31oq7XhYS-4PXouN18fzkCDZvf5GAdwcVmyO3UovXW7-2AL1mCseI1463tm2bVfocpnw83Yqx4jsdV7SF0MBsBHo0bXoGmVkeW9Q1_EJnht6LyM-UT5UR-u_c31DykIEGgTYIkDObTyH_WVJnJYDg.VsgIyVVIH9LywHcFtxrC1AeuRgnwismevodvYNKTXrA%26dib_tag%3Dse%26qid%3D1730676819%26s%3Dpc%26sr%3D1-511-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1,Amazon,2048,17.3,64,0,0.78 x 10.15 x 15.78 inches,,
HP,TPN-I139_767L0AV,TPN-I139_767L0AV,Intel,Core i7 Family,SSD,Windows 11 Pro,1600 x 900 Pixels,,,1089.0,True,2024-11-04 19:17:07,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3MTA3MjU0ODQ5NzA4MTg5OjE3MzA2NzY4MTk6c3BfYnRmX2Jyb3dzZTozMDA0OTg3NTc3MjEzMDI6OjA6Og&url=%2FHP-Business-Portable-Touchscreen-Fingerprint%2Fdp%2FB0DGMGTH1H%2Fref%3Dsr_1_512_sspa%3Fdib%3DeyJ2IjoiMSJ9.cDUX2Z_b5Aj14BHG_R5hXG9Gb5AOOZ9Z8CNF6ZbmR2xgJYo6X9kdbg4ufKdpn_QTkUcF-3VbCA_ixLtUjZMA2wrcGpmR0tp4lIcGoCtn79aeNThXQHAlMapelrdD2ypshXkXSwDkpXgt5cJjQraLwN31oq7XhYS-4PXouN18fzkCDZvf5GAdwcVmyO3UovXW7-2AL1mCseI1463tm2bVfocpnw83Yqx4jsdV7SF0MBsBHo0bXoGmVkeW9Q1_EJnht6LyM-UT5UR-u_c31DykIEGgTYIkDObTyH_WVJnJYDg.VsgIyVVIH9LywHcFtxrC1AeuRgnwismevodvYNKTXrA%26dib_tag%3Dse%26qid%3D1730676819%26s%3Dpc%26sr%3D1-512-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1,Amazon,2048,17.3,64,0,0.78 x 10.15 x 15.78 inches,8.0,
Apple,,,,,SSD,Mac OS,1080p,,,1128.0,True,2024-11-04 19:17:22,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3MzQxNzk0MTc0MjE3Mzk1OjE3MzA2NzY4MjU6c3BfYXRmX2Jyb3dzZTozMDAwNzk5ODczNjU2MDI6OjA6Og&url=%2FApple-2022-MacBook-Laptop-chip%2Fdp%2FB0B8FXLJSV%2Fref%3Dsr_1_507_sspa%3Fdib%3DeyJ2IjoiMSJ9.3xSv_CtrpQnpdZYeYnflyUl30vd1sDfrjbeharU5EfaMyI3TGDKkEKRwjg29VtRY4ALYCBl0TT7L9xfIEnupT8owj09iE-UuuUYnW7X56gvncqufmAwCIdz424ZMwwXv7_yCFLf1qED8to5ByumWeXgb6Dkgl48ToUcAi6yufobbGHCkESnK4RS1ib7YWLZ1K22lUEYZDoiDD1AOvBRpsAO1sVGszgRJ70dL774g7mwolZg_mjtaNGEPDreQ3MlGV4UGA3mfftDANgYnCrAaCY_-iFljgwjuBBvbskB6HsA.IhWdnu1flsSrdRK8rkcB9t__p-rK3TshQTWv9GJhE-g%26dib_tag%3Dse%26qid%3D1730676824%26s%3Dpc%26sr%3D1-507-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Amazon,512,16.0,8,0,,2.7,
MSI,Raider GE78HX 14VIG-600US,RAIDERGE7814600,Intel,Intel Core i9,SSD,Windows 11 Home,2560x1600 Pixels,3.3,,2285.96,True,2024-11-04 19:17:25,https://www.amazon.com/MSI-Raider-GE78HX-Gaming-Laptop/dp/B0CQBJMH77/ref=sr_1_508?dib=eyJ2IjoiMSJ9.3xSv_CtrpQnpdZYeYnflyUl30vd1sDfrjbeharU5EfaMyI3TGDKkEKRwjg29VtRY4ALYCBl0TT7L9xfIEnupT8owj09iE-UuuUYnW7X56gvncqufmAwCIdz424ZMwwXv7_yCFLf1qED8to5ByumWeXgb6Dkgl48ToUcAi6yufobbGHCkESnK4RS1ib7YWLZ1K22lUEYZDoiDD1AOvBRpsAO1sVGszgRJ70dL774g7mwolZg_mjtaNGEPDreQ3MlGV4UGA3mfftDANgYnCrAaCY_-iFljgwjuBBvbskB6HsA.IhWdnu1flsSrdRK8rkcB9t__p-rK3TshQTWv9GJhE-g&dib_tag=se&qid=1730676824&s=pc&sr=1-508,Amazon,4096,17.0,64,5,11.73 x 1.13 x 14.97 inches,6.61,
Exilapsire,LeadBook T6,Touch LeadBook T9,Intel,Celeron,SSD,Windows 11,3000 x 2000 Pixels,3.5,,299.99,True,2024-11-04 19:17:29,https://www.amazon.com/Exilapsire-Computer-Quad-Core-Computers-Lightweight/dp/B0CJV47T9H/ref=sr_1_509?dib=eyJ2IjoiMSJ9.3xSv_CtrpQnpdZYeYnflyUl30vd1sDfrjbeharU5EfaMyI3TGDKkEKRwjg29VtRY4ALYCBl0TT7L9xfIEnupT8owj09iE-UuuUYnW7X56gvncqufmAwCIdz424ZMwwXv7_yCFLf1qED8to5ByumWeXgb6Dkgl48ToUcAi6yufobbGHCkESnK4RS1ib7YWLZ1K22lUEYZDoiDD1AOvBRpsAO1sVGszgRJ70dL774g7mwolZg_mjtaNGEPDreQ3MlGV4UGA3mfftDANgYnCrAaCY_-iFljgwjuBBvbskB6HsA.IhWdnu1flsSrdRK8rkcB9t__p-rK3TshQTWv9GJhE-g&dib_tag=se&qid=1730676824&s=pc&sr=1-509,Amazon,512,13.5,16,98,0.80 x 8.60 x 11.80 inches,2.8,
Lenovo,Lenovo IdeaPad Slim 3,Lenovo IdeaPad,MediaTek,Others,SSD,Chrome OS,1920 x 1080 Pixels,4.4,,299.0,True,2024-11-04 19:17:34,https://www.amazon.com/Lenovo-IdeaPad-Chromebook-Touchscreen-MediaTek/dp/B0DGCW3XL7/ref=sr_1_510?dib=eyJ2IjoiMSJ9.3xSv_CtrpQnpdZYeYnflyUl30vd1sDfrjbeharU5EfaMyI3TGDKkEKRwjg29VtRY4ALYCBl0TT7L9xfIEnupT8owj09iE-UuuUYnW7X56gvncqufmAwCIdz424ZMwwXv7_yCFLf1qED8to5ByumWeXgb6Dkgl48ToUcAi6yufobbGHCkESnK4RS1ib7YWLZ1K22lUEYZDoiDD1AOvBRpsAO1sVGszgRJ70dL774g7mwolZg_mjtaNGEPDreQ3MlGV4UGA3mfftDANgYnCrAaCY_-iFljgwjuBBvbskB6HsA.IhWdnu1flsSrdRK8rkcB9t__p-rK3TshQTWv9GJhE-g&dib_tag=se&qid=1730676824&s=pc&sr=1-510,Amazon,64,14.0,4,90,0.73 x 8.73 x 12.83 inches,2.87,
HP,TPN-I139,TPN-I139,Intel,Core i7 Family,SSD,Windows 11 Home,1600 x 900 Pixels,3.8,,1089.99,True,2024-11-04 19:17:38,https://www.amazon.com/HP-Premium-Touchscreen-i7-1355U-External/dp/B0DDTNP7ZN/ref=sr_1_511?dib=eyJ2IjoiMSJ9.3xSv_CtrpQnpdZYeYnflyUl30vd1sDfrjbeharU5EfaMyI3TGDKkEKRwjg29VtRY4ALYCBl0TT7L9xfIEnupT8owj09iE-UuuUYnW7X56gvncqufmAwCIdz424ZMwwXv7_yCFLf1qED8to5ByumWeXgb6Dkgl48ToUcAi6yufobbGHCkESnK4RS1ib7YWLZ1K22lUEYZDoiDD1AOvBRpsAO1sVGszgRJ70dL774g7mwolZg_mjtaNGEPDreQ3MlGV4UGA3mfftDANgYnCrAaCY_-iFljgwjuBBvbskB6HsA.IhWdnu1flsSrdRK8rkcB9t__p-rK3TshQTWv9GJhE-g&dib_tag=se&qid=1730676824&s=pc&sr=1-511,Amazon,4096,17.3,64,4,0.78 x 10.15 x 15.78 inches,4.6,
Lenovo,,IdeaPad,,Core i5,SSD,,720p,3.9,,433.0,True,2024-11-04 19:17:44,https://www.amazon.com/Lenovo-i5-1235U-IdeaPad-Anti-Glare-Processor/dp/B0BPTDRG9X/ref=sr_1_512?dib=eyJ2IjoiMSJ9.3xSv_CtrpQnpdZYeYnflyUl30vd1sDfrjbeharU5EfaMyI3TGDKkEKRwjg29VtRY4ALYCBl0TT7L9xfIEnupT8owj09iE-UuuUYnW7X56gvncqufmAwCIdz424ZMwwXv7_yCFLf1qED8to5ByumWeXgb6Dkgl48ToUcAi6yufobbGHCkESnK4RS1ib7YWLZ1K22lUEYZDoiDD1AOvBRpsAO1sVGszgRJ70dL774g7mwolZg_mjtaNGEPDreQ3MlGV4UGA3mfftDANgYnCrAaCY_-iFljgwjuBBvbskB6HsA.IhWdnu1flsSrdRK8rkcB9t__p-rK3TshQTWv9GJhE-g&dib_tag=se&qid=1730676824&s=pc&sr=1-512,Amazon,2048,15.6,16,98,0.70 x 9.29 x 14.18 inches,3.6,
HP,HP Chromebook x360 14b-cd0000nr,9P9X3UA#ABA,Intel,Unknown,SSD,Chrome OS,1366 x 768 Pixels,5.0,12.0,312.0,True,2024-11-04 19:17:54,https://www.amazon.com/HP-Chromebook-Touchscreen-Processor-14b-cd0000nr/dp/B0D1639PZH/ref=sr_1_514?dib=eyJ2IjoiMSJ9.3xSv_CtrpQnpdZYeYnflyUl30vd1sDfrjbeharU5EfaMyI3TGDKkEKRwjg29VtRY4ALYCBl0TT7L9xfIEnupT8owj09iE-UuuUYnW7X56gvncqufmAwCIdz424ZMwwXv7_yCFLf1qED8to5ByumWeXgb6Dkgl48ToUcAi6yufobbGHCkESnK4RS1ib7YWLZ1K22lUEYZDoiDD1AOvBRpsAO1sVGszgRJ70dL774g7mwolZg_mjtaNGEPDreQ3MlGV4UGA3mfftDANgYnCrAaCY_-iFljgwjuBBvbskB6HsA.IhWdnu1flsSrdRK8rkcB9t__p-rK3TshQTWv9GJhE-g&dib_tag=se&qid=1730676824&s=pc&sr=1-514,Amazon,64,14.0,4,2,0.81 x 8.28 x 12.72 inches,3.32,
HP,11-G2 X360,HP ProBook x360,Intel,Core M 7Y30,SSD,Windows 10 Pro,1366 x 768 Pixels,3.2,,109.0,True,2024-11-04 19:17:57,https://www.amazon.com/HP-ProBook-11-G2-Touchscreen-Notebook/dp/B07QCCRV5W/ref=sr_1_515?dib=eyJ2IjoiMSJ9.3xSv_CtrpQnpdZYeYnflyUl30vd1sDfrjbeharU5EfaMyI3TGDKkEKRwjg29VtRY4ALYCBl0TT7L9xfIEnupT8owj09iE-UuuUYnW7X56gvncqufmAwCIdz424ZMwwXv7_yCFLf1qED8to5ByumWeXgb6Dkgl48ToUcAi6yufobbGHCkESnK4RS1ib7YWLZ1K22lUEYZDoiDD1AOvBRpsAO1sVGszgRJ70dL774g7mwolZg_mjtaNGEPDreQ3MlGV4UGA3mfftDANgYnCrAaCY_-iFljgwjuBBvbskB6HsA.IhWdnu1flsSrdRK8rkcB9t__p-rK3TshQTWv9GJhE-g&dib_tag=se&qid=1730676824&s=pc&sr=1-515,Amazon,128,11.0,8,116,1.00 x 8.00 x 14.00 inches,3.99,
Dell,Inspiron 15 3520,3520,Intel,Intel Core i7,SSD,Windows,1920 x 1080 Pixels,3.9,,575.0,True,2024-11-04 19:18:02,https://www.amazon.com/Inspiron-Business-Display-i7-1255U-Windows/dp/B0CJ6LM81F/ref=sr_1_516?dib=eyJ2IjoiMSJ9.3xSv_CtrpQnpdZYeYnflyUl30vd1sDfrjbeharU5EfaMyI3TGDKkEKRwjg29VtRY4ALYCBl0TT7L9xfIEnupT8owj09iE-UuuUYnW7X56gvncqufmAwCIdz424ZMwwXv7_yCFLf1qED8to5ByumWeXgb6Dkgl48ToUcAi6yufobbGHCkESnK4RS1ib7YWLZ1K22lUEYZDoiDD1AOvBRpsAO1sVGszgRJ70dL774g7mwolZg_mjtaNGEPDreQ3MlGV4UGA3mfftDANgYnCrAaCY_-iFljgwjuBBvbskB6HsA.IhWdnu1flsSrdRK8rkcB9t__p-rK3TshQTWv9GJhE-g&dib_tag=se&qid=1730676824&s=pc&sr=1-516,Amazon,512,15.6,16,3,0.83 x 9.27 x 14.11 inches,3.65,
HP,HP,HP,Intel,Intel Core i3,SSD,Windows 11,1920 x 1080 Pixels,4.4,,519.0,True,2024-11-04 19:18:07,https://www.amazon.com/HP-Business-i3-1215U-i5-1125G4-Accessories/dp/B0D66M94JC/ref=sr_1_517?dib=eyJ2IjoiMSJ9.3xSv_CtrpQnpdZYeYnflyUl30vd1sDfrjbeharU5EfaMyI3TGDKkEKRwjg29VtRY4ALYCBl0TT7L9xfIEnupT8owj09iE-UuuUYnW7X56gvncqufmAwCIdz424ZMwwXv7_yCFLf1qED8to5ByumWeXgb6Dkgl48ToUcAi6yufobbGHCkESnK4RS1ib7YWLZ1K22lUEYZDoiDD1AOvBRpsAO1sVGszgRJ70dL774g7mwolZg_mjtaNGEPDreQ3MlGV4UGA3mfftDANgYnCrAaCY_-iFljgwjuBBvbskB6HsA.IhWdnu1flsSrdRK8rkcB9t__p-rK3TshQTWv9GJhE-g&dib_tag=se&qid=1730676824&s=pc&sr=1-517,Amazon,512,17.3,32,47,0.78 x 10.15 x 15.78 inches,6.54,
Lenovo,Legion Pro 7i Gen 9 Intel,83DE000AUS,Intel,Core i9,SSD,Windows 11 Home,2560 x 1600 pixels,3.6,,2825.99,True,2024-11-04 19:18:11,https://www.amazon.com/Lenovo-Legion-i9-14900HX-GeForce-Windows/dp/B0CX9F8279/ref=sr_1_518?dib=eyJ2IjoiMSJ9.3xSv_CtrpQnpdZYeYnflyUl30vd1sDfrjbeharU5EfaMyI3TGDKkEKRwjg29VtRY4ALYCBl0TT7L9xfIEnupT8owj09iE-UuuUYnW7X56gvncqufmAwCIdz424ZMwwXv7_yCFLf1qED8to5ByumWeXgb6Dkgl48ToUcAi6yufobbGHCkESnK4RS1ib7YWLZ1K22lUEYZDoiDD1AOvBRpsAO1sVGszgRJ70dL774g7mwolZg_mjtaNGEPDreQ3MlGV4UGA3mfftDANgYnCrAaCY_-iFljgwjuBBvbskB6HsA.IhWdnu1flsSrdRK8rkcB9t__p-rK3TshQTWv9GJhE-g&dib_tag=se&qid=1730676824&s=pc&sr=1-518,Amazon,4096,16.0,32,4,1.02 x 10.32 x 14.31 inches,10.36,
HP,TPN-I139,TPN-I139,Intel,Core i7 Family,SSD,Windows 11 Home,1600 x 900 Pixels,3.8,,969.41,True,2024-11-04 19:18:21,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3MzQxNzk0MTc0MjE3Mzk1OjE3MzA2NzY4MjU6c3BfbXRmX2Jyb3dzZTozMDA0Mjk1OTMyNzAyMDI6OjA6Og&url=%2FHP-Premium-Touchscreen-i7-1355U-External%2Fdp%2FB0DDTQKJ9Z%2Fref%3Dsr_1_520_sspa%3Fdib%3DeyJ2IjoiMSJ9.3xSv_CtrpQnpdZYeYnflyUl30vd1sDfrjbeharU5EfaMyI3TGDKkEKRwjg29VtRY4ALYCBl0TT7L9xfIEnupT8owj09iE-UuuUYnW7X56gvncqufmAwCIdz424ZMwwXv7_yCFLf1qED8to5ByumWeXgb6Dkgl48ToUcAi6yufobbGHCkESnK4RS1ib7YWLZ1K22lUEYZDoiDD1AOvBRpsAO1sVGszgRJ70dL774g7mwolZg_mjtaNGEPDreQ3MlGV4UGA3mfftDANgYnCrAaCY_-iFljgwjuBBvbskB6HsA.IhWdnu1flsSrdRK8rkcB9t__p-rK3TshQTWv9GJhE-g%26dib_tag%3Dse%26qid%3D1730676824%26s%3Dpc%26sr%3D1-520-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Amazon,2048,17.3,64,4,0.78 x 10.15 x 15.78 inches,4.6,
HP,TPN-I139,,Intel,1355U,SSD,Windows 11 Pro,1600 x 900 Pixels,,,1199.0,True,2024-11-04 19:18:24,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3MzQxNzk0MTc0MjE3Mzk1OjE3MzA2NzY4MjU6c3BfbXRmX2Jyb3dzZTozMDAzNzQyMjQ0MDY0MDI6OjA6Og&url=%2FHP-Business-Touchscreen-i7-1355U-External%2Fdp%2FB0DDTN25PG%2Fref%3Dsr_1_521_sspa%3Fdib%3DeyJ2IjoiMSJ9.3xSv_CtrpQnpdZYeYnflyUl30vd1sDfrjbeharU5EfaMyI3TGDKkEKRwjg29VtRY4ALYCBl0TT7L9xfIEnupT8owj09iE-UuuUYnW7X56gvncqufmAwCIdz424ZMwwXv7_yCFLf1qED8to5ByumWeXgb6Dkgl48ToUcAi6yufobbGHCkESnK4RS1ib7YWLZ1K22lUEYZDoiDD1AOvBRpsAO1sVGszgRJ70dL774g7mwolZg_mjtaNGEPDreQ3MlGV4UGA3mfftDANgYnCrAaCY_-iFljgwjuBBvbskB6HsA.IhWdnu1flsSrdRK8rkcB9t__p-rK3TshQTWv9GJhE-g%26dib_tag%3Dse%26qid%3D1730676824%26s%3Dpc%26sr%3D1-521-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Amazon,2048,17.3,64,0,0.78 x 10.15 x 15.78 inches,4.6,
Lenovo,V15,,Intel,N4500,SSD,Windows 11 Pro,1920 x 1080 Pixels,4.0,,407.15,True,2024-11-04 19:18:28,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3MzQxNzk0MTc0MjE3Mzk1OjE3MzA2NzY4MjU6c3BfbXRmX2Jyb3dzZTozMDA0NTkyNzgyNjQ4MDI6OjA6Og&url=%2FLenovo-V15-External-Low-Blue-Processor%2Fdp%2FB0DJJF7FXH%2Fref%3Dsr_1_522_sspa%3Fdib%3DeyJ2IjoiMSJ9.3xSv_CtrpQnpdZYeYnflyUl30vd1sDfrjbeharU5EfaMyI3TGDKkEKRwjg29VtRY4ALYCBl0TT7L9xfIEnupT8owj09iE-UuuUYnW7X56gvncqufmAwCIdz424ZMwwXv7_yCFLf1qED8to5ByumWeXgb6Dkgl48ToUcAi6yufobbGHCkESnK4RS1ib7YWLZ1K22lUEYZDoiDD1AOvBRpsAO1sVGszgRJ70dL774g7mwolZg_mjtaNGEPDreQ3MlGV4UGA3mfftDANgYnCrAaCY_-iFljgwjuBBvbskB6HsA.IhWdnu1flsSrdRK8rkcB9t__p-rK3TshQTWv9GJhE-g%26dib_tag%3Dse%26qid%3D1730676824%26s%3Dpc%26sr%3D1-522-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Amazon,2048,15.6,16,21,0.78 x 9.28 x 14.14 inches,,
HP,15-ey0013dx,15-ey0013dx,AMD,AMD R Series,SSD,Windows 11 Home,1920 x 1080 Pixels,4.2,8.0,506.22,True,2024-11-04 19:18:33,https://www.amazon.com/HP-2-1-Touch-Screen-Nightfall/dp/B0B5T546VZ/ref=sr_1_523?dib=eyJ2IjoiMSJ9.3xSv_CtrpQnpdZYeYnflyUl30vd1sDfrjbeharU5EfaMyI3TGDKkEKRwjg29VtRY4ALYCBl0TT7L9xfIEnupT8owj09iE-UuuUYnW7X56gvncqufmAwCIdz424ZMwwXv7_yCFLf1qED8to5ByumWeXgb6Dkgl48ToUcAi6yufobbGHCkESnK4RS1ib7YWLZ1K22lUEYZDoiDD1AOvBRpsAO1sVGszgRJ70dL774g7mwolZg_mjtaNGEPDreQ3MlGV4UGA3mfftDANgYnCrAaCY_-iFljgwjuBBvbskB6HsA.IhWdnu1flsSrdRK8rkcB9t__p-rK3TshQTWv9GJhE-g&dib_tag=se&qid=1730676824&s=pc&sr=1-523,Amazon,256,15.6,8,89,1.00 x 9.00 x 14.00 inches,4.0,
Microsoft,Surface Laptop Go,21D-00001,Intel,Core i5-1035G1,SSD,Windows 10 S,1536_x_1024,4.3,8.5,369.0,True,2024-11-04 19:18:37,https://www.amazon.com/Microsoft-Surface-Laptop-Go-Touchscreen/dp/B08SHXJQCP/ref=sr_1_524?dib=eyJ2IjoiMSJ9.3xSv_CtrpQnpdZYeYnflyUl30vd1sDfrjbeharU5EfaMyI3TGDKkEKRwjg29VtRY4ALYCBl0TT7L9xfIEnupT8owj09iE-UuuUYnW7X56gvncqufmAwCIdz424ZMwwXv7_yCFLf1qED8to5ByumWeXgb6Dkgl48ToUcAi6yufobbGHCkESnK4RS1ib7YWLZ1K22lUEYZDoiDD1AOvBRpsAO1sVGszgRJ70dL774g7mwolZg_mjtaNGEPDreQ3MlGV4UGA3mfftDANgYnCrAaCY_-iFljgwjuBBvbskB6HsA.IhWdnu1flsSrdRK8rkcB9t__p-rK3TshQTWv9GJhE-g&dib_tag=se&qid=1730676824&s=pc&sr=1-524,Amazon,256,12.4,8,486,1.93 x 12.19 x 9.27 inches,2.45,
Dell,Inspiron 15 3520 Laptop,Inspiron 15 3520 Laptop,Intel,Core i5,SSD,Windows 11 Home,1920x1080 Pixels,4.0,,370.0,True,2024-11-04 19:18:42,https://www.amazon.com/Dell-Inspiron-15-3520-Laptop/dp/B0CGL5PWX3/ref=sr_1_525?dib=eyJ2IjoiMSJ9.3xSv_CtrpQnpdZYeYnflyUl30vd1sDfrjbeharU5EfaMyI3TGDKkEKRwjg29VtRY4ALYCBl0TT7L9xfIEnupT8owj09iE-UuuUYnW7X56gvncqufmAwCIdz424ZMwwXv7_yCFLf1qED8to5ByumWeXgb6Dkgl48ToUcAi6yufobbGHCkESnK4RS1ib7YWLZ1K22lUEYZDoiDD1AOvBRpsAO1sVGszgRJ70dL774g7mwolZg_mjtaNGEPDreQ3MlGV4UGA3mfftDANgYnCrAaCY_-iFljgwjuBBvbskB6HsA.IhWdnu1flsSrdRK8rkcB9t__p-rK3TshQTWv9GJhE-g&dib_tag=se&qid=1730676824&s=pc&sr=1-525,Amazon,256,15.6,8,43,9.27 x 0.74 x 14.11 inches,3.82,
Dell,Dell Latitude,Latitude 7480,Intel,Core i5,SSD,Windows 10 Pro,1920 x 1080 MP,4.1,1.0,164.67,True,2024-11-04 19:18:47,https://www.amazon.com/Dell-Latitude-i5-6300U-Certified-Refurbished/dp/B076QGDQGW/ref=sr_1_526?dib=eyJ2IjoiMSJ9.3xSv_CtrpQnpdZYeYnflyUl30vd1sDfrjbeharU5EfaMyI3TGDKkEKRwjg29VtRY4ALYCBl0TT7L9xfIEnupT8owj09iE-UuuUYnW7X56gvncqufmAwCIdz424ZMwwXv7_yCFLf1qED8to5ByumWeXgb6Dkgl48ToUcAi6yufobbGHCkESnK4RS1ib7YWLZ1K22lUEYZDoiDD1AOvBRpsAO1sVGszgRJ70dL774g7mwolZg_mjtaNGEPDreQ3MlGV4UGA3mfftDANgYnCrAaCY_-iFljgwjuBBvbskB6HsA.IhWdnu1flsSrdRK8rkcB9t__p-rK3TshQTWv9GJhE-g&dib_tag=se&qid=1730676824&s=pc&sr=1-526,Amazon,256,14.0,16,811,0.80 x 8.70 x 13.00 inches,2.99,
Dell,Inspiron,Inspiron,Intel,Core i5,SSD,Windows 11 Pro,1920 x 1080 pixels,4.3,,620.0,True,2024-11-04 19:18:52,https://www.amazon.com/Dell-Inspiron-Touchscreen-Quad-Core-i5-1155G7/dp/B0D9Y51M21/ref=sr_1_527?dib=eyJ2IjoiMSJ9.3xSv_CtrpQnpdZYeYnflyUl30vd1sDfrjbeharU5EfaMyI3TGDKkEKRwjg29VtRY4ALYCBl0TT7L9xfIEnupT8owj09iE-UuuUYnW7X56gvncqufmAwCIdz424ZMwwXv7_yCFLf1qED8to5ByumWeXgb6Dkgl48ToUcAi6yufobbGHCkESnK4RS1ib7YWLZ1K22lUEYZDoiDD1AOvBRpsAO1sVGszgRJ70dL774g7mwolZg_mjtaNGEPDreQ3MlGV4UGA3mfftDANgYnCrAaCY_-iFljgwjuBBvbskB6HsA.IhWdnu1flsSrdRK8rkcB9t__p-rK3TshQTWv9GJhE-g&dib_tag=se&qid=1730676824&s=pc&sr=1-527,Amazon,2048,15.6,64,13,9.27 x 0.83 x 14.11 inches,3.65,
ASUS,Asus Chromebook,C423NA HD,Intel,Celeron N3350,SSD,Chrome OS,1366 x 768 Pixels,4.1,10.0,127.99,True,2024-11-04 19:18:57,https://www.amazon.com/C423NA-Chromebook-HD-Processor-Bluetooth/dp/B07ZT682VS/ref=sr_1_528?dib=eyJ2IjoiMSJ9.3xSv_CtrpQnpdZYeYnflyUl30vd1sDfrjbeharU5EfaMyI3TGDKkEKRwjg29VtRY4ALYCBl0TT7L9xfIEnupT8owj09iE-UuuUYnW7X56gvncqufmAwCIdz424ZMwwXv7_yCFLf1qED8to5ByumWeXgb6Dkgl48ToUcAi6yufobbGHCkESnK4RS1ib7YWLZ1K22lUEYZDoiDD1AOvBRpsAO1sVGszgRJ70dL774g7mwolZg_mjtaNGEPDreQ3MlGV4UGA3mfftDANgYnCrAaCY_-iFljgwjuBBvbskB6HsA.IhWdnu1flsSrdRK8rkcB9t__p-rK3TshQTWv9GJhE-g&dib_tag=se&qid=1730676824&s=pc&sr=1-528,Amazon,64,14.0,4,684,3.00 x 9.00 x 20.00 inches,3.1,
