Laptop_Brand,Laptop_Name,Processor_Company,Operating_System,Processor,Number_of_Reviews,Price,Storage_Type,Storage,Rating,Screen_Size,RAM,Source
LG,17Z90S-G.AAB4U1,Intel,Windows 11 Home,Intel Core Ultra 5,44.0,1139.23,SSD,512,4.0,17.0,16,Amazon
HP,Elitebook,Intel,Windows 11 Pro,Intel Core i7,5.0,1369.0,SSD,8192,4.0,16.0,64,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Core i5,2.0,929.0,SSD,2048,4.1,15.6,32,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2.0,399.99,SSD,2048,4.5,16.0,16,Amazon
Dell,Dell Inspiron,Intel,Windows 11 Home,Core i5,56.0,443.99,SSD,512,4.5,15.6,16,Amazon
ist computers,ThinkPad P14s Gen 2,Intel,Windows 11 Pro,Core i7,2.0,1019.98,SSD,2048,4.4,14.0,32,Amazon
Lenovo,Lenovo Slim Pro 9 16IRP8,Intel,Windows 11 Home,Core i9,30.0,1079.99,SSD,4096,4.4,16.0,32,Amazon
Oemgenuine,Latitude 5550,Intel,Windows 11 Pro,Intel Core 7,3.0,1219.95,SSD,2048,4.0,15.6,32,Amazon
HP,TPN-Q278,Intel,Windows 11 Home,Core i5 Family,26.0,847.95,SSD,2048,4.3,15.6,32,Amazon
ist computers,ThinkPad E16,AMD,Windows 11 Pro,Ryzen 7,6.0,848.99,SSD,2048,4.4,16.0,40,Amazon
ASUS,TUF Gaming F15,Intel,Windows 11 Home,Core i5,56.0,985.0,SSD,2048,4.1,15.6,16,Amazon
Apple,MacBook Air,Intel,OS X 10.10 Yosemite,Core i7,204.0,240.0,SSD,256,4.5,13.3,8,Amazon
CHUWI,CHUWI MiniBook X (N100),Intel,Windows 11,Celeron,62.0,349.0,SSD,512,4.5,10.51,12,Amazon
Lenovo,Newest Lenovo Slim 3 Chromebook,MediaTek,Chrome OS,Cortex,29.0,216.0,EMMC,64,4.5,14.0,4,Amazon
Lenovo,ThinkPad T14 Gen4,Intel,Windows 11 Pro,Core i5,2.0,1049.99,SSD,2048,4.4,14.0,40,Amazon
Lenovo,ThinkPad,Intel,Windows 11 Pro,Intel Core i5,14.0,1149.0,SSD,4096,4.0,16.0,40,Amazon
Dell,Latitude,Intel,Windows 10 Pro,Intel Core i5,0.0,679.0,SSD,2048,4.4,14.0,16,Amazon
Oemgenuine,ThinkPad E15 Gen 2,AMD,Windows 10 Pro,Ryzen 5 4500U,2.0,829.95,SSD,512,4.4,15.6,16,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1.0,119.99,EMMC,64,4.5,10.1,2,Amazon
HP,Elitebook,Intel,Windows 11 Pro,Intel Core i7,5.0,1079.0,SSD,2048,4.0,16.0,32,Amazon
Dell,Latitude,Intel,Windows 10 Pro,Intel Core i5,0.0,699.0,SSD,2048,4.4,14.0,32,Amazon
HP,HP EliteBook,Intel,Windows 10,Core i7 6600U,985.0,189.99,SSD,512,4.5,14.1,16,Amazon
LG,gram,Intel,Windows 11 Pro,Core i7,2.0,990.0,SSD,2048,4.1,17.0,16,Amazon
Lenovo,ThinkBook,Intel,Windows 11 Pro,Intel Core i5,30.0,719.0,SSD,512,4.3,16.0,16,Amazon
Lenovo,ThinkPad E16 Gen 1,AMD,Windows 11 Pro,Ryzen 5,8.0,610.18,SSD,256,4.4,16.0,8,Amazon
Lenovo,V15,Intel,Windows 11 Pro,Celeron,101.0,279.0,SSD,256,4.2,15.6,16,Amazon
acer,Newest Acer 15 Inch Chromebook,Intel,Chrome OS,Celeron,22.0,239.0,EMMC,64,4.5,15.6,4,Amazon
Lenovo,ThinkBook 16 G4+ IAP,Intel,Windows 11 Pro,Intel Mobile CPU,1.0,1159.0,SSD,4096,4.4,16.0,64,Amazon
Lenovo,Legion 5 16IRX9,Intel,Windows 11 Home,Core i9,2.0,1999.99,SSD,4096,4.4,16.0,64,Amazon
Dell,Inspiron,Intel,Windows 11 Home S,Intel Core i5,22.0,579.0,SSD,2048,4.4,15.6,32,Amazon
ASUS,ASUS VivoBook Go 14,Intel,Windows 11 Home S,Celeron,287.0,217.0,SSD,64,4.5,14.0,4,Amazon
HP,TPN-Q234,Intel,Windows 11 Pro,Intel Mobile CPU,0.0,1629.0,SSD,4096,4.0,17.3,64,Amazon
Lenovo,Lenovo Thinkpad,AMD,Windows 10 Pro,AMD Ryzen 7,0.0,479.0,SSD,512,4.4,15.6,16,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,0.0,149.0,EMMC,64,4.6,14.1,6,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2.0,399.99,SSD,2048,4.5,16.0,16,Amazon
VAIZMOYE,A25,Intel,Windows 11,Celeron,0.0,349.99,SSD,2048,4.5,15.6,32,Amazon
HP,14-dq0703dx,Intel,Windows 11 Home,Pentium N5000,0.0,449.99,SSD,1000,4.2,14.0,16,Amazon
ASUS,Asus ROG Strix G18 G814,Intel,Windows 11,Core i9,4.0,2249.0,SSD,8192,4.3,18.0,64,Amazon
ASUS,ASUS Zenbook 14 OLED,Intel,Windows 11,Intel Mobile CPU,9.0,905.0,SSD,2048,4.3,14.0,16,Amazon
Panasonic,Panasonic Toughbook 31,Intel,Windows 10 Pro,Core i5 5300U,93.0,449.95,SSD,2048,4.4,13.1,16,Amazon
HP,15-DY1031WM,Intel,Windows 10 Home,Core i3,715.0,315.0,SSD,256,4.5,15.6,8,Amazon
Lenovo,IdeaPad 1,Intel,Windows 11,Celeron N4000,3.0,219.0,SSD,64,4.5,14.0,4,Amazon
Lenovo,T480,Intel,Windows 10 Pro,Intel Core i5,48.0,150.0,SSD,256,4.5,14.0,16,Amazon
AimCare,XPS,Intel,Windows 11 Pro,Core i7,6.0,1599.0,SSD,2048,4.4,15.6,32,Amazon
HP,HP Laptop 17-by4025nr,Intel,Windows 11 Home,Intel Core i3,252.0,346.99,SSD,256,4.5,17.3,4,Amazon
Lenovo,ThinkPad,AMD,Windows 11 Pro,Ryzen 5,11.0,999.0,SSD,4096,4.1,16.0,40,Amazon
acer,Aspire,Intel,Windows 11 Pro,Core i5,0.0,579.99,SSD,4096,4.4,15.6,8,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i7,2.0,729.0,SSD,512,5.0,14.0,16,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1.0,119.99,EMMC,64,4.5,10.1,2,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2.0,399.99,SSD,2048,4.5,16.0,16,Amazon
acer,Aspire,Intel,Windows 11 Pro,Core i5,0.0,579.99,SSD,4096,4.4,15.6,8,Amazon
HP,HP laptop,Intel,Windows 11,Pentium,2.0,599.99,SSD,2048,4.4,17.3,32,Amazon
HP,TPN-C164,Intel,Windows 11 Pro,Intel Mobile CPU,0.0,1650.72,SSD,8192,4.0,17.3,64,Amazon
Dell,Latitude 3540 7YN,Intel,Windows 10 Pro,Core i5,12.0,799.0,SSD,256,4.5,15.6,16,Amazon
Dell,Dell Touchscreen Laptop,Intel,Windows 11 Pro,Core i7,834.0,1059.99,SSD,4096,4.4,15.6,64,Amazon
ZENAERO,ExceBook,Intel,Windows 11 Pro,Celeron N4000,32.0,199.99,SSD,256,4.4,15.6,8,Amazon
Panasonic,Toughbook 55 MK1,Intel,Windows 10 Pro,Core i7-8665U,7.0,1100.0,SSD,512,4.4,14.0,16,Amazon
Lenovo,ThinkPad X1 Carbon Gen 12,Intel,Windows 11 Pro,Core i7 Family,0.0,2099.99,SSD,2048,4.3,14.0,64,Amazon
Lenovo,ThinkPad T16 Gen 2,Intel,Windows 11 Pro,Core i5,0.0,888.0,SSD,512,4.4,14.0,16,Amazon
Lenovo,Lenovo V15 G4 IRU,Intel,Windows 11 Pro,Core i5 Family,6.0,589.0,SSD,512,4.4,15.6,16,Amazon
Lenovo,LOQ,Intel,Windows 11 Home,Intel Core i5,8.0,728.0,SSD,512,4.5,15.6,16,Amazon
Microsoft,Surface Laptop 5,Intel,Windows 11 Pro,Core i7,0.0,699.99,SSD,256,4.4,13.5,16,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,0.0,149.0,EMMC,64,4.6,14.1,6,Amazon
HP,TPN-Q287,AMD,Windows 11 Pro,Ryzen 7,21.0,575.1,SSD,2048,4.4,15.6,16,Amazon
HP,HP Essential,Intel,Windows 11 Home,Pentium N5000,0.0,379.0,SSD,2048,4.5,14.0,8,Amazon
HP,15-DY5033DX,Intel,Windows 10 Pro,Intel Core i3,25.0,549.0,SSD,2048,4.4,15.6,16,Amazon
LG,16Z90R-K.AAS8U1,Intel,Windows 11 Home,Core i7,11.0,935.0,SSD,2048,4.3,16.0,16,Amazon
Dell,Dell Mobile Workstation 7770,Intel,Windows 11 Pro,Core i7,2.0,1899.99,SSD,2048,4.0,17.3,64,Amazon
Lenovo,Lenovo IdeaPad,Intel,Windows 11 S,Pentium,237.0,399.99,SSD,2048,4.3,15.6,20,Amazon
HP,"HP 11"" Laptop",Intel,Windows 11,Celeron,78.0,152.99,SSD,64,4.5,11.0,4,Amazon
HP,HP 14inch Touch Laptop,Intel,Windows 11,Celeron,15.0,259.99,SSD,64,4.6,14.0,4,Amazon
HP,A14M,AMD,Windows 11 Home,AMD R Series,0.0,823.0,SSD,4096,4.4,15.6,32,Amazon
hp,DFSFGSGD15,Intel,Windows 11,Pentium,468.0,359.0,SSD,128,4.5,15.6,16,Amazon
HP,TPN-W155,Intel,Windows 11 Home,Core i7 Family,41.0,1019.99,SSD,2048,4.4,15.6,32,Amazon
ASUS,Zenbook 14X,Intel,Windows 11 Home,Core i5,33.0,699.99,SSD,512,4.4,14.5,8,Amazon
HP,Chromebook 11 G4,Intel,Chrome OS,Celeron N2840,177.0,45.06,SSD,16,3.8,11.6,4,Amazon
Lenovo,Lenovo Chromebook,MediaTek,Chrome OS,MediaTek MT8183,17.0,369.0,SSD,32,4.3,11.6,4,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,6.0,1499.0,SSD,8192,4.0,15.6,64,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,1.0,149.0,EMMC,64,4.6,14.1,6,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,1.0,849.0,SSD,2048,4.3,15.6,16,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1.0,119.99,EMMC,64,4.5,10.1,2,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2.0,399.99,SSD,2048,4.5,16.0,16,Amazon
acer,Aspire,Intel,Windows 11 Pro,Core i5,0.0,579.99,SSD,4096,4.4,15.6,8,Amazon
KOOSMILE,p8,Intel,OS,Celeron N,130.0,469.0,SSD,2048,4.4,8.0,12,Amazon
Lenovo,Yoga 7,AMD,Windows 11 Pro,Ryzen 7,11.0,999.99,SSD,2048,4.3,16.0,16,Amazon
Dell,Dell Latitude,Intel,Windows 10 Pro,Core i5,770.0,190.0,SSD,256,4.4,14.0,16,Amazon
HP,laptop,Intel,Windows 11 Pro,Core i7,8.0,1049.0,SSD,2048,4.4,15.6,16,Amazon
NIAKUN,VenBook,Intel,Windows 11 Pro,Celeron N4000,46.0,259.99,SSD,256,4.6,15.6,8,Amazon
Apple,MacBook Pro,Intel,macOS 10.14 Mojave,Core i7,421.0,326.0,SSD,512,4.2,13.0,16,Amazon
SAMSUNG,Chromebook 4,Intel,Chrome OS,Celeron N3450,844.0,229.99,SSD,32,4.5,11.6,4,Amazon
HP,ZBook Firefly G10,Intel,Windows 11 Pro,Core i7,0.0,1299.99,SSD,512,4.4,16.0,32,Amazon
VGKE,B15_Pro,Intel,Windows 11 Home,Celeron,40.0,279.99,SSD,256,4.4,15.6,12,Amazon
Microsoft,Surface Pro,Intel,Windows 11,4.2 GHz,188.0,890.0,SSD,256,4.5,13.0,256,Amazon
acer,2023 Newest Acer X360 Chromebook Spin,MediaTek,Chrome OS,MediaTek MT8183,113.0,225.0,EMMC,64,4.5,11.6,4,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,6.0,1499.0,SSD,8192,4.0,15.6,64,Amazon
HP,TPN-Q287,AMD,Windows 11 Pro,Ryzen 7,21.0,575.1,SSD,2048,4.4,15.6,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,1.0,849.0,SSD,2048,4.3,15.6,16,Amazon
ist computers,Lenovo ThinkBook 15 Gen 4,AMD,Windows 11 Pro,Ryzen 7,43.0,649.98,SSD,512,4.4,15.6,16,Amazon
ApoloSign,NJP1561P,Intel,Windows 11,Intel Celeron D,6.0,299.99,HDD,512,4.6,15.6,12,Amazon
Dell,Latitude 5440,Intel,Windows 11 Pro,Core i7 Family,3.0,899.0,SSD,512,4.4,14.0,16,Amazon
HP,TPN-W146_300N1AV,Intel,Windows 11 Pro,Core i5 Family,0.0,869.99,SSD,2048,4.4,17.3,32,Amazon
SAMSUNG,Galaxy Book3 Pro 360,Intel,Windows 11 Pro,Core i7 Family,6.0,1349.99,SSD,2048,4.0,16.0,16,Amazon
HP,TPN-I139_4V788AV,Intel,Windows 11 Home,Core i7 Family,59.0,809.0,SSD,2048,4.4,17.3,32,Amazon
HP,Newest HP 14 Inch Laptop,Intel,Windows 11 S,Celeron N,66.0,229.0,EMMC,64,4.5,14.0,4,Amazon
Lenovo,ThinkBook,Intel,Windows 11 Pro,Intel Core i7,49.0,1149.0,SSD,2048,4.0,16.0,32,Amazon
Apple,MWP72LL/A,Intel,Mac OS,Core i5,132.0,524.99,SSD,512,4.4,13.3,16,Amazon
Apple,"2022 Apple MacBook Air M2, 16GB RAM, 1TB Storage - Midnight (Z160000B6)",Apple,macOS 12 Monterey,Unknown,18.0,1038.99,SSD,2048,4.4,13.0,16,Amazon
ANPCOWER,A26,Intel,Windows 11 Pro,Celeron,12.0,229.49,SSD,512,4.5,16.0,16,Amazon
Lenovo,ThinkPad X1 Titanium Yoga,Intel,Windows 11 Pro,Core i5,18.0,899.99,SSD,2048,4.4,13.5,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i7,38.0,1299.0,SSD,2048,4.0,15.6,16,Amazon
HP,HP Essential,Intel,Windows 11 Home,Pentium N5000,0.0,379.0,SSD,2048,4.5,14.0,8,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,0.0,149.0,EMMC,64,4.6,14.1,6,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1.0,119.99,EMMC,64,4.5,10.1,2,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2.0,399.99,SSD,2048,4.5,16.0,16,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,0.0,149.0,EMMC,64,4.6,14.1,6,Amazon
GIGABYTE,AORUS 17X AZF-D5US665SH,Intel,Windows 11 Home,Intel Core i9,13.0,2899.0,SSD,4096,4.3,17.3,32,Amazon
Lenovo,ThinkPad X1 Titanium Yoga,Intel,Windows 11 Pro,Core i5,18.0,899.99,SSD,2048,4.4,13.5,16,Amazon
ASUS,Zenbook Pro 14 Duo,Intel,Windows 11 Home,Core i9,81.0,999.0,SSD,2048,4.2,14.5,32,Amazon
Microsoft,Surface Laptop 5,Intel,Windows 11 Pro,Core i7,0.0,699.99,SSD,256,4.4,13.5,16,Amazon
HP,Newest HP 14 Inch Laptop,Intel,Windows 11 S,Celeron N,66.0,229.0,EMMC,64,4.5,14.0,4,Amazon
Dell,Dell Inspiron,Intel,Windows 11 Home,Core i5,56.0,443.99,SSD,512,4.5,15.6,16,Amazon
Lenovo,Lenovo IdeaPad 3,Intel,Windows 11 Pro,Intel Core i5,5.0,599.0,SSD,2048,4.4,15.6,16,Amazon
HP,Elitebook x360 1040 G8,Intel,Windows 11 Pro,Core i7,72.0,499.0,SSD,512,4.4,14.0,16,Amazon
Apple,MWP72LL/A,Intel,Mac OS,Core i5,132.0,524.99,SSD,512,4.4,13.3,16,Amazon
acer,Aspire,Intel,Windows 11 Pro,Core i5,0.0,579.99,SSD,4096,4.4,15.6,8,Amazon
HP,TPN-Q287,AMD,Windows 11 Pro,Ryzen 7,21.0,575.1,SSD,2048,4.4,15.6,16,Amazon
HP,HP Essential,Intel,Windows 11 Home,Pentium N5000,0.0,379.0,SSD,2048,4.5,14.0,8,Amazon
ASUS,F1504Z,Intel,Windows 11 Home,Core i7 Family,28.0,696.0,SSD,2048,4.4,15.6,40,Amazon
HP,TPN-Q279,AMD,Windows 11 Pro,Ryzen 5,1.0,759.0,SSD,2048,4.5,15.6,16,Amazon
Oemgenuine,Latitude 5550,Intel,Windows 11 Pro,Intel Core 7,3.0,1219.95,SSD,2048,4.0,15.6,32,Amazon
HP,17,Intel,Windows 11 Home,Core i5 Family,70.0,678.24,SSD,2048,4.4,17.3,32,Amazon
Lenovo,Newest Lenovo Slim 3 Chromebook,MediaTek,Chrome OS,Cortex,29.0,216.0,EMMC,64,4.5,14.0,4,Amazon
HP,HP 17 Laptop,AMD,Windows 11 Home,Ryzen 5,19.0,564.99,SSD,2048,4.4,17.3,16,Amazon
Lenovo,ThinkBook,Intel,Windows 11 Pro,Intel Core Ultra 7,20.0,1119.0,SSD,4096,4.4,16.0,64,Amazon
HP,TPN-W155,Intel,Windows 11 Home,Core i7 Family,41.0,1019.99,SSD,2048,4.4,15.6,32,Amazon
ANPCOWER,A26,Intel,Windows 11 Pro,Celeron,12.0,229.49,SSD,512,4.5,16.0,16,Amazon
acer,Aspire 3,AMD,Windows 11 Pro,AMD Ryzen 7 5700U,7.0,489.99,SSD,512,4.4,15.6,16,Amazon
Dell,Precision 5540 Laptop,Intel,Windows 10 Pro,Core i9,11.0,875.96,SSD,512,3.7,15.6,32,Amazon
KOOSMILE,p8,Intel,OS,Celeron N,130.0,469.0,SSD,2048,4.4,8.0,12,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,6.0,1499.0,SSD,8192,4.0,15.6,64,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,1.0,149.0,EMMC,64,4.6,14.1,6,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,1.0,849.0,SSD,2048,4.3,15.6,16,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1.0,119.99,EMMC,64,4.5,10.1,2,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2.0,399.99,SSD,2048,4.5,16.0,16,Amazon
acer,Aspire,Intel,Windows 11 Pro,Core i5,0.0,579.99,SSD,4096,4.4,15.6,8,Amazon
ApoloSign,NJP1561P-1,Intel,Windows 11,Celeron N5095,23.0,265.99,SSD,512,4.6,15.6,12,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,0.0,749.0,SSD,256,4.3,14.0,16,Amazon
HP,HP,Intel,Windows 10,Celeron N4020,477.0,399.99,EMMC,64,4.3,14.0,16,Amazon
jumper,EZbook S7-Hi,Intel,Windows 11,Celeron 5205U,23.0,379.99,SSD,128,3.3,15.6,4,Amazon
ASUS,ASUS Laptop L410MA,Intel,Windows 10 S,Celeron N4020,821.0,152.11,SSD,64,4.5,14.0,4,Amazon
HP,TPN-Q279,AMD,Windows 11 Pro,Ryzen 5,0.0,797.94,SSD,2048,4.5,15.6,32,Amazon
EXCaliberPC,ASUS ROG Zephyrus G16 GU605,Intel,Windows 11 Home,Intel Mobile CPU,1.0,1720.09,SSD,2048,4.0,16.0,16,Amazon
ASUS,TUF Gaming A16,AMD,Windows 11,Ryzen 7,5.0,899.0,SSD,512,4.4,16.0,16,Amazon
HP,17,Intel,Windows 11 Home,Core i5 Family,70.0,678.24,SSD,2048,4.4,17.3,32,Amazon
LG,16Z90S-G.ADB9U1,Intel,Windows 11 Home,Intel Core Ultra 7,18.0,1399.99,SSD,4096,4.0,16.0,32,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,6.0,1499.0,SSD,8192,4.0,15.6,64,Amazon
HP,TPN-Q287,AMD,Windows 11 Pro,Ryzen 7,21.0,575.1,SSD,2048,4.4,15.6,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,1.0,849.0,SSD,2048,4.3,15.6,16,Amazon
Lenovo,Lenovo,MediaTek,Chrome OS,MediaTek Helio,47.0,221.0,SSD,64,4.5,14.0,4,Amazon
Dell,Latitude 7480,Intel,Windows 10 Pro,Core i7,335.0,214.99,SSD,512,4.5,14.0,16,Amazon
acer,Aspire 3,AMD,Windows 11 Pro,AMD Ryzen 7 5700U,7.0,489.99,SSD,512,4.4,15.6,16,Amazon
Lenovo,ThinkPad X1 Carbon Gen 12,Intel,Windows 11 Pro,Core i7,0.0,1690.99,SSD,2048,4.4,14.0,32,Amazon
Lenovo,Yoga 7i,Intel,Windows 11 Home,Core i5,31.0,649.98,SSD,512,4.4,16.0,8,Amazon
HP,HP Laptop,Intel,Windows 11 Pro,Core i5,1.0,539.0,SSD,512,4.4,15.6,16,Amazon
Oemgenuine,ThinkPad E16 Gen 1,Intel,Windows 11 Pro,Core i7,172.0,1009.95,SSD,2048,4.4,16.0,40,Amazon
Microsoft,Surface Laptop Studio 2,Intel,Windows 11,Core i7,0.0,2634.96,SSD,2048,4.0,14.4,32,Amazon
Apple,MacBook Pro,Intel,macOS 10.14 Mojave,Core i5,90.0,309.99,SSD,256,4.5,13.3,8,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i7,38.0,1299.0,SSD,2048,4.0,15.6,16,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,0.0,149.0,EMMC,64,4.6,14.1,6,Amazon
HP,HP Essential,Intel,Windows 11 Home,Pentium N5000,0.0,379.0,SSD,2048,4.5,14.0,8,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1.0,119.99,EMMC,64,4.5,10.1,2,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i7,1.0,729.0,SSD,4096,1.0,14.0,64,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2.0,399.99,SSD,2048,4.5,16.0,16,Amazon
Dell,Latitude 5520,Intel,Windows 11 Pro,Core i7,0.0,1149.99,SSD,2048,4.0,15.6,32,Amazon
HP,HP 15,Intel,Windows 11 Home,Core i3 Family,15.0,399.99,SSD,512,4.5,15.6,16,Amazon
EYY,N100 2 in 1 Laptop,Intel,Windows 11 Pro,Intel Processor N100,18.0,389.99,SSD,512,4.3,14.0,512,Amazon
ASUS,TUF Gaming A15,AMD,Windows 11 Home,Ryzen 7,76.0,1130.53,SSD,2048,4.0,15.6,16,Amazon
HP,HP Envy 16 120Hz Touch i7 RTX4060,Intel,Windows 11 Pro,Core i7,5.0,1179.0,SSD,2048,4.4,16.0,32,Amazon
HP,Elitebook x360 1040 G8,Intel,Windows 11 Pro,Core i7,72.0,499.0,SSD,512,4.4,14.0,16,Amazon
HP,Elitebook 840 G7,Intel,Windows 10 Pro,Intel Core i5,26.0,219.0,SSD,256,4.6,14.0,16,Amazon
Microsoft,Surface Laptop Go 2,Intel,Windows 11 Home,Intel Core i5,391.0,604.99,SSD,256,4.4,12.45,8,Amazon
Dell,Precision 5540 Laptop,Intel,Windows 10 Pro,Core i9,11.0,875.96,SSD,512,3.7,15.6,32,Amazon
HP,TPN-Q287,AMD,Windows 11 Pro,Ryzen 7,21.0,575.1,SSD,2048,4.4,15.6,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Core i5,2.0,929.0,SSD,2048,4.1,15.6,32,Amazon
Dell,Dell Inspiron,AMD,Windows 11 Pro,1.2GHz Cortex A8 Processor,0.0,649.0,SSD,2048,4.4,15.6,36,Amazon
GIGABYTE,AORUS 17X AZF-D5US665SH,Intel,Windows 11 Home,Intel Core i9,13.0,2899.0,SSD,4096,4.3,17.3,32,Amazon
Lenovo,Lenovo Chromebook 100e 2nd Gen,ARM,Chrome OS,ARMv7,33.0,49.99,SSD,32,4.4,11.6,4,Amazon
HP,TPN-Q279,AMD,Windows 11 Pro,Ryzen 5,1.0,759.0,SSD,2048,4.5,15.6,16,Amazon
Morostron,LeadBook T11,Intel,Windows 11,Celeron,4.0,169.99,SSD,192,4.5,14.1,4,Amazon
AimCare,Laptop,Intel,Windows 11 S,Pentium,15.0,229.0,SSD,128,4.5,14.0,4,Amazon
MSI,Cyborg 15 A12UCX-276US,Intel,Windows 11 Home,Core i5 Family,30.0,616.0,SSD,512,4.4,15.6,16,Amazon
HP,HP Spectre,Intel,Windows 11 Pro,Intel Core Ultra 7,73.0,1322.7,SSD,2048,4.4,14.0,16,Amazon
Lenovo,ThinkPad X1 Carbon Gen 12,Intel,Windows 11 Pro,Core i7 Family,0.0,1509.99,SSD,512,4.4,14.0,32,Amazon
Lenovo,Slim 7 ProX,AMD,Windows 11 Home,Ryzen 9,26.0,998.0,SSD,2048,4.3,14.5,32,Amazon
acer,acer laptop,Intel,Windows 11 Home,Intel Core i3,2.0,350.24,SSD,512,4.3,14.0,8,Amazon
HP,HP 2024 Newest Laptop,Intel,Windows 11,Core i3,2.0,599.99,SSD,2048,4.4,15.6,64,Amazon
Dell,Latitude,Intel,Windows 10 Pro,Intel Core i5,0.0,649.0,SSD,512,4.4,14.0,16,Amazon
Dell,Dell Inspiron 15 3520 Laptop,Intel,Windows 11 Home,Core i5,51.0,829.99,SSD,4096,4.4,15.6,64,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,0.0,149.0,EMMC,64,4.6,14.1,6,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1.0,119.99,EMMC,64,4.5,10.1,2,Amazon
HP,14dq0760dx,Intel,Windows 11 Home,Celeron N4020,0.0,279.0,EMMC,128,4.6,14.0,16,Amazon
Lenovo,ThinkPad,AMD,Windows 11 Pro,Ryzen 5,11.0,1099.0,SSD,8192,4.0,16.0,40,Amazon
HP,HP Laptop,Intel,Windows 11 Pro,Celeron,802.0,323.0,EMMC,128,4.5,14.0,16,Amazon
Lenovo,ThinkPad P14s Gen 3,Intel,Windows 11 Pro,Core i7 Family,10.0,999.0,SSD,2048,4.3,14.0,32,Amazon
HP,HP 17t,Intel,Windows 11 Home,Core i5,186.0,651.97,SSD,2048,4.4,17.3,32,Amazon
Apple,MacBook Pro,Apple,Mac OS,Others,11.0,1949.0,SSD,2048,5.0,16.0,18,Amazon
Lenovo,Lenovo IdeaPad 3,Intel,Windows 11 Pro,Intel Core i5,5.0,599.0,SSD,2048,4.4,15.6,16,Amazon
Dell,Latitude E7470,Intel,Windows 10 Pro,Core i7,165.0,198.5,SSD,512,4.4,14.1,16,Amazon
ist computers,ProBook 455 G10,AMD,Windows 11 Pro,Ryzen 7,15.0,749.98,SSD,512,4.5,15.6,16,Amazon
Dell,Vostro,Intel,Windows 11 Pro,Intel Core i7,12.0,679.0,SSD,2048,4.4,15.6,32,Amazon
ASUS,ASUS Business Laptop,Intel,Windows 11 S,Celeron,0.0,179.0,EMMC,64,4.4,14.0,4,Amazon
acer,Aspire 5,AMD,Windows 11,AMD Ryzen 5 5500U,839.0,449.97,SSD,256,4.5,15.6,8,Amazon
ASUS,TUF Dash 15 (2022),Intel,Windows 11 Home,Core i7,468.0,1095.0,SSD,512,4.0,15.6,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i7,2.0,729.0,SSD,2048,5.0,14.0,16,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2.0,399.99,SSD,2048,4.5,16.0,16,Amazon
Dell,Latitude,Intel,Windows 10 Pro,Intel Core i5,0.0,629.0,SSD,256,4.4,14.0,16,Amazon
