Laptop_Brand,Laptop_Name,Processor_Company,Operating_System,Processor,Number_of_Reviews,Price,Storage_Type,Rating,Screen_Size,RAM,Source
HP,"2024 Premium HP 14"" Chromebook",Intel,Chrome OS,Celeron N,134,249.0,EMMC,4.5,14.0,4,Amazon
HP,HP Essential,Intel,Windows 11 Home,Pentium N5000,0,379.0,SSD,4.5,14.0,8,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,6,1499.0,SSD,4.0,15.6,64,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,1,849.0,SSD,4.3,15.6,16,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1,119.99,EMMC,4.5,10.1,2,Amazon
HP,Elitebook,Intel,Windows 11 Pro,Intel Core i7,5,1139.0,SSD,4.0,16.0,32,Amazon
Lenovo,ThinkPad,Intel,Windows 11 Pro,Intel Core i5,14,1049.0,SSD,4.0,16.0,24,Amazon
Dell,"Dell latitude 15.6"" laptop",Intel,Windows 11 Pro,Intel Core i5,1,819.0,SSD,5.0,15.6,16,Amazon
Lenovo,ThinkBook,Intel,Windows 11 Pro,Intel Core i5,30,719.0,SSD,4.3,16.0,16,Amazon
Lenovo,ThinkBook,Intel,Windows 11 Pro,Ryzen 5,27,699.0,SSD,4.4,16.0,16,Amazon
ASUS,Asus ROG Strix G17 G713 Gaming Laptop,AMD,Windows 11,Core i9,5,1539.0,SSD,4.0,17.3,32,Amazon
Dell,Dell Latitude 7420 Laptop,Intel,Windows 11,Intel Core i5,9,329.99,SSD,4.5,14.0,16,Amazon
LG,gram,Intel,Windows 11 Pro,Core i7,0,1934.99,SSD,4.0,17.0,32,Amazon
Lenovo,Business Laptop,Intel,Windows 11 Pro,Intel Core i3,8,899.0,SSD,4.3,15.6,24,Amazon
Lenovo,Legion Pro 7i Gen 9 Intel,Intel,Windows 11 Home,Core i9,4,2899.99,SSD,4.0,16.0,32,Amazon
HP,HP 15.6,Intel,Windows 11,Pentium,4,189.98,SSD,4.4,15.6,4,Amazon
ist computers,ThinkBook 14 Gen 4,Intel,Windows 11 Pro,Core i5,3,599.98,SSD,4.4,14.0,16,Amazon
Dell,1920 X 1080 Pixels,Intel,Windows 10 Pro,Core i7-8650U,77,254.99,SSD,4.6,13.3,16,Amazon
Lenovo,ThinkPad,Intel,Windows 11 Pro,Intel Core i5,22,899.0,SSD,4.3,16.0,24,Amazon
HP,HP laptop,Intel,Windows 11 Pro,Core i3,0,599.99,SSD,4.4,15.3,40,Amazon
Lenovo,Lenovo Thinkpad,AMD,Windows 10 Pro,AMD Ryzen 7,0,479.0,SSD,4.4,15.6,16,Amazon
Lenovo,Legion 5 16IRX9,Intel,Windows 11 Home,Core i9,2,1999.99,SSD,4.4,16.0,64,Amazon
Dell,Inspiron,Intel,Windows 11 Home S,Intel Core i5,22,579.0,SSD,4.4,15.6,32,Amazon
Apple,MacBook Pro,Intel,macOS 10.15 Catalina,Core i7,32,388.0,SSD,4.4,13.3,16,Amazon
Microsoft,Surface Pro,Intel,Windows 10 Home,core_i7,275,383.9,SSD,4.4,12.3,16,Amazon
HP,HP,Intel,Windows 11 Home,Intel Core i3,16,565.0,SSD,4.4,17.3,32,Amazon
HP,HP Stream Laptop,Intel,Windows 11 Home,Celeron,255,269.0,EMMC,4.4,14.0,16,Amazon
HP,HP Chromebook,Qualcomm,Chrome OS,Snapdragon,165,196.97,EMMC,4.4,11.0,8,Amazon
Naclud,Naclud-M15PRO,Intel,11,Celeron,15,169.98,SSD,4.0,15.6,8,Amazon
Lenovo,"Newest Lenovo 14"" HD Laptop",Intel,Windows 11 Home,Celeron N4020,6,219.0,SSD,4.5,14.0,4,Amazon
HP,HP Stream,Intel,Windows 11 Pro,Celeron,74,249.99,EMMC,4.5,14.0,16,Amazon
Dell,Latitude,Intel,Windows 10 Pro,Intel Core i5,0,699.0,SSD,4.4,14.0,32,Amazon
Dell,Dell Latitude 7390,Intel,Windows 11,Core i7,0,245.0,SSD,4.5,13.3,16,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,0,149.0,EMMC,4.6,14.1,6,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1,119.99,EMMC,4.5,10.1,2,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,0,149.0,EMMC,4.6,14.1,6,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2,399.99,SSD,4.5,16.0,16,Amazon
HP,HP Touch,Intel,Windows 11,Celeron,30,359.99,SSD,4.5,15.6,8,Amazon
Lenovo,IdeaPad,Intel,Windows 11,Pentium,131,174.0,SSD,4.5,14.0,4,Amazon
Dell,Dell Latitude 5414,Intel,Windows 10 Pro,Intel Core i5,43,318.88,SSD,4.5,14.0,16,Amazon
HP,HP Laptop,Intel,Windows 11 Pro,Core i3,122,579.97,SSD,4.4,17.3,32,Amazon
AimCare,XPS,Intel,Windows 11 Pro,Core i7,6,1599.0,SSD,4.4,15.6,32,Amazon
HP,HP Laptop 17-by4025nr,Intel,Windows 11 Home,Intel Core i3,252,346.99,SSD,4.5,17.3,4,Amazon
Lenovo,T470,Intel,Windows 10 Pro,Intel Core i5,575,175.0,SSD,4.4,14.0,16,Amazon
HP,HP Omen 16 165Hz i9 RTX4060,Intel,Windows 11 Pro,Core i9,3,1329.0,SSD,4.0,16.1,32,Amazon
HP,Newest HP 14 Inch Laptop,Intel,Windows 11 Home,Celeron N,41,268.0,EMMC,4.4,14.0,4,Amazon
Lenovo,IdeaPad 15sIIL,AMD,Windows 11 Home,Ryzen 5,51,410.0,SSD,4.2,15.6,16,Amazon
Apple,MacBook Pro,Apple,Mac OS,Apple M1,37,1699.99,SSD,4.4,16.0,32,Amazon
acer,Aspire,Intel,Windows 11 Pro,Core i5,0,579.99,SSD,4.4,15.6,8,Amazon
HP,TPN-Q287,AMD,Windows 11 Pro,Ryzen 7,21,575.1,SSD,4.4,15.6,16,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,1,149.0,EMMC,4.6,14.1,6,Amazon
HP,TPN-I139_320M3AV,Intel,Windows 11 Home,Core i3 Family,24,455.76,SSD,4.4,17.3,16,Amazon
Molegar,A146G,Intel,Windows 11,Celeron,25,228.99,SSD,4.5,14.0,8,Amazon
Dell,Latitude 5000,Intel,Windows 11 Pro,Core i5,11,318.88,SSD,3.9,14.0,16,Amazon
Lenovo,ThinkBook 15 G4 ABA,AMD,Windows 11 Pro,AMD Ryzen 7,4,538.0,SSD,4.4,15.6,16,Amazon
HP,HP Victus,Intel,Windows 10,Ryzen 5,5,667.99,SSD,4.4,15.6,8,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Core i5,1,829.99,SSD,4.4,15.6,16,Amazon
ist computers,EliteBook 860 G9,Intel,Windows 11 Pro,Core i5,1,949.99,SSD,4.1,16.0,32,Amazon
HP,TPN-W155_,Intel,Windows 11 Home,Core i7 Family,53,799.0,SSD,4.5,15.6,32,Amazon
Dell,Latitude Rugged Extreme 7230 Laptop,Intel,Windows 11 Professional,Core i5,2,899.99,SSD,4.4,12.0,16,Amazon
LG,LG gram 16,Intel,Windows 11,Core i7,4,989.99,SSD,4.3,16.0,16,Amazon
Lenovo,ThinkPad P14s Gen 2,Intel,Windows 11 Pro,Core i7,0,1149.99,SSD,4.4,14.0,32,Amazon
GIGABYTE,AERO 16 OLED BSF-A3US964SP,Intel,Windows 11 Pro,Core i9,42,1799.0,SSD,4.4,16.0,32,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,1,849.0,SSD,4.3,15.6,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,6,1499.0,SSD,4.0,15.6,64,Amazon
HP,HP Essential,Intel,Windows 11 Home,Pentium N5000,0,379.0,SSD,4.5,14.0,8,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1,119.99,EMMC,4.5,10.1,2,Amazon
Dell,Latitude,Intel,Windows 10 Pro,Intel Core i5,0,749.0,SSD,4.3,14.0,32,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,24,849.0,SSD,4.3,15.6,16,Amazon
acer,AN515-58-725A,Intel,Windows 11 Home,Core i7,57,910.0,SSD,4.1,15.6,16,Amazon
Lenovo,Lenovo Thinkpad Yoga,Intel,Windows 10 Pro,Core i5,14,289.9,SSD,4.6,13.3,16,Amazon
HP,HP EliteBook,Intel,Windows 10,Core i7 6600U,985,189.99,SSD,4.5,14.1,16,Amazon
HP,HP Laptop,Intel,Windows 11 S,Celeron,132,314.99,EMMC,4.2,14.0,16,Amazon
MSI,MSI Katana A15 144Hz 13th i7 RTX4060,Intel,Windows 11 Pro,Core i7,1,1149.0,SSD,4.0,15.6,32,Amazon
Dell,DECHB252066SA,Intel,Chrome OS,Celeron 330,156,44.79,EMMC,4.4,11.6,4,Amazon
Dell,Inspiron 7440 2 in 1,Intel,Windows 11 Pro,Core i7,20,999.99,SSD,4.3,14.0,16,Amazon
Dell,Inspiron 7620,Intel,Windows 11 Pro,Core i7 Family,23,1599.99,SSD,4.4,16.0,64,Amazon
HP,HP Pavilion x360,Intel,Windows 11 Pro,Core i3,4,549.98,SSD,4.4,14.0,8,Amazon
Lenovo,Lenovo IdeaPad 3i,Intel,Windows 11 Home,Intel Core i5,0,599.0,SSD,4.4,14.0,16,Amazon
HP,Chromebook X360 G1,Intel,Chrome OS,Core i5-8350U,827,419.99,HDD,4.5,14.0,8,Amazon
HP,TPN-Q287,AMD,Windows 11 Pro,Ryzen 7,21,575.1,SSD,4.4,15.6,16,Amazon
Lenovo,ThinkPad,AMD,Windows 11 Pro,Ryzen 5,11,999.0,SSD,4.1,16.0,40,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,0,149.0,EMMC,4.6,14.1,6,Amazon
acer,Chromebook,Intel,Chrome OS,Celeron N,291,154.99,SSD,4.5,15.0,4,Amazon
HP,TPN-I130,Intel,Windows 11 Home,Celeron N,45,199.99,SSD,4.4,14.0,8,Amazon
ECOHERO,Gamma,Intel,Windows 11 Pro,Celeron N,38,199.0,SSD,4.4,14.0,8,Amazon
acer,Nitro V Gaming Laptop ANV15-51-99XD,Intel,Windows 11 Home,Intel Core i9,305,1299.99,SSD,4.4,15.6,16,Amazon
Dell,Dell Latitude E7450,Intel,Windows 10 Pro,Intel Core i5,683,129.35,SSD,4.6,14.0,8,Amazon
Lenovo,V15,Intel,Windows 11 Pro,Celeron,101,279.0,SSD,4.2,15.6,16,Amazon
Lenovo,ThinkPad X1 Extreme Gen 4,Intel,Windows 11 Pro,Core i7,5,1799.99,SSD,4.4,16.0,64,Amazon
HP,Pavilion,Intel,Windows 11 Pro,Intel Core i7-1165G7,934,768.16,SSD,4.5,15.6,16,Amazon
Apple,MacBook Pro,Apple,Mac OS,Apple M1,1,1525.0,SSD,4.4,14.0,32,Amazon
Dell,Dell Inspiron,Intel,Windows 11 Pro,Core i7,8,699.0,SSD,4.4,15.6,32,Amazon
HP,Elitebook,Intel,Windows 11 Pro,Intel Core i7,5,1139.0,SSD,4.0,16.0,32,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i7,1,729.0,SSD,1.0,14.0,64,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2,399.99,SSD,4.5,16.0,16,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1,119.99,EMMC,4.5,10.1,2,Amazon
HP,TPN-Q287,AMD,Windows 11 Pro,Ryzen 7,21,529.0,SSD,4.4,15.6,16,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,0,149.0,EMMC,4.6,14.1,6,Amazon
HP,TPN-W150,Intel,Windows 11 Pro,Intel Mobile CPU,5,796.52,SSD,4.5,14.0,16,Amazon
acer,A515-57-53T2,Intel,Windows 11 Home,Core i5,106,427.0,SSD,4.5,15.6,8,Amazon
Dell,Dell Latitude,Intel,Windows 10 Pro,Intel Core i7,185,195.6,SSD,4.5,14.0,16,Amazon
Lenovo,Thinkpad,Intel,Windows 11,Intel Mobile CPU,19,129.99,SSD,4.6,11.6,8,Amazon
Razer,Blade 17,Intel,Windows 11,Core i7,81,2049.0,SSD,4.0,17.3,16,Amazon
ASUS,Zenbook,AMD,Windows 11 Home,AMD Ryzen 7,1,799.99,SSD,4.5,14.0,16,Amazon
HP,HP 14in,Intel,Windows 11 Home,Mobile Intel Celeron Processor,97,229.99,EMMC,4.5,14.0,16,Amazon
HP,ENVY,AMD,Windows 10,Ryzen 5 3500U,56,539.99,SSD,4.4,15.6,8,Amazon
Panasonic,Panasonic Toughbook 31,Intel,Windows 10 Pro,Core i5 5300U,93,449.95,SSD,4.4,13.1,16,Amazon
ASUS,ASUS Chromebook C203XA,Intel,Chrome OS,Mediatek 8317 Dual Core,28,59.99,SSD,4.4,11.6,4,Amazon
Dell,Dell Chromebook 3120,Intel,Chrome OS,Celeron,717,59.99,SSD,4.1,11.0,4,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i7,1,729.0,SSD,1.0,14.0,64,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2,399.99,SSD,4.5,16.0,16,Amazon
acer,Aspire,Intel,Windows 11 Pro,Core i5,0,579.99,SSD,4.4,15.6,8,Amazon
HP,ProBook 455 G10,AMD,Windows 11 Pro,Ryzen 7,0,688.0,SSD,4.4,15.6,16,Amazon
jumper,EZbook S5,Intel,Windows 11 Home,Celeron,32,409.99,SSD,3.7,14.0,12,Amazon
HP,Newest HP 14 Inch Laptop,Intel,Windows 11 Home,Celeron N,135,249.0,EMMC,4.5,14.0,4,Amazon
ACEMAGIC,AX16,Intel,Windows 11,Intel Mobile CPU,5,379.98,SSD,4.5,16.0,16,Amazon
ASUS,Vivobook S 14,AMD,Windows 11 Home,Ryzen 9,48,1199.99,SSD,4.0,14.0,24,Amazon
ASUS,Zenbook,Intel,Windows 11 Pro,Others,1,625.0,SSD,4.4,14.0,8,Amazon
ASUS,Asus TUF Gaming A16,AMD,Windows 11 Pro,Ryzen 7,7,1076.95,SSD,4.4,16.0,32,Amazon
ASUS,ASUS Chromebook Flip CX5,Intel,Chrome OS,Intel Core i5,1,599.99,SSD,4.4,14.0,16,Amazon
LG,16T90R-K.ADB9U1,Intel,Windows 11 Home,Core i7,27,1159.97,SSD,4.4,16.0,32,Amazon
HP,15-dy2035tg,AMD,Windows 10 S,Core i3,41,304.99,SSD,4.5,15.6,8,Amazon
Samsung,Samsung Chromebook,Intel,Chrome OS,Celeron N4000,42,235.0,SSD,4.5,15.6,4,Amazon
HP,HP Laptop 15-ef2099nr,AMD,Windows 11 Home,Ryzen 5,267,359.0,SSD,4.3,15.6,8,Amazon
Dell,Dell Inspiron,AMD,Windows 11 Pro,1.2GHz Cortex A8 Processor,0,649.0,SSD,4.4,15.6,36,Amazon
Dell,Dell Inspiron 15 3520 Laptop,Intel,Windows 11 Home,Core i5,51,709.99,SSD,4.5,15.6,32,Amazon
Lenovo,ThinkPad,AMD,Windows 11 Pro,Ryzen 5,11,1099.0,SSD,4.0,16.0,40,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1,119.99,EMMC,4.5,10.1,2,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,0,149.0,EMMC,4.6,14.1,6,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2,399.99,SSD,4.5,16.0,16,Amazon
Lenovo,V15,Intel,Windows 11 Pro,Core i5,13,509.0,SSD,4.4,15.6,16,Amazon
Dell,Dell-5500,Intel,Windows 10 Pro,Intel Core i5,99,192.6,SSD,4.4,15.6,16,Amazon
Lenovo,E14 G5,Intel,Windows 11 Pro,Core i7,0,929.99,SSD,4.1,14.0,16,Amazon
acer,Newest Acer 15 Inch Chromebook,Intel,Chrome OS,Celeron,22,239.0,EMMC,4.5,15.6,4,Amazon
Lenovo,IdeaPad Flex 5i,Intel,Windows 11 Home,Core i3,9,399.99,SSD,4.5,14.0,8,Amazon
Lenovo,IdeaPad 1,Intel,Windows 11 Home,Core i3 Family,15,399.99,SSD,4.3,15.6,16,Amazon
VAIZMOYE,a25,Intel,Windows 11 Pro,Mobile Intel Celeron Processor,0,349.99,SSD,4.5,15.6,32,Amazon
Dell,Dell Latitude 7490,Intel,Windows 11 Pro,Core i7-8650U,1,279.98,SSD,4.6,14.0,16,Amazon
HP,"HP 13.8"" Laptop",Intel,Windows 11,Celeron N,124,172.0,SSD,4.5,13.8,4,Amazon
Dell,Dell Latitude,Intel,Windows 10 Pro,Core i5 6200U,357,162.0,SSD,4.5,14.0,8,Amazon
HP,14-dq0030nr,Intel,Windows 11 S,Celeron N4020,172,209.49,EMMC,4.5,14.0,4,Amazon
Dell,Latitude 5540,Intel,Windows 11 Pro,Core i7,9,944.26,SSD,4.3,15.6,32,Amazon
acer,Aspire,Intel,Windows 11 Pro,Core i5,0,579.99,SSD,4.4,15.6,8,Amazon
HP,TPN-Q287,AMD,Windows 11 Pro,Ryzen 7,21,575.1,SSD,4.4,15.6,16,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,1,149.0,EMMC,4.6,14.1,6,Amazon
Apple,MacBook Pro,Apple,MacOS Ventura,Unknown,45,1759.0,SSD,4.4,16.0,16,Amazon
ASUS,Zephyrus,Intel,Windows 11 Pro,Core i7,2,2119.0,SSD,5.0,16.0,48,Amazon
hp,HP 17 Laptop,Intel,Windows 11 Pro,Core i7,17,849.99,SSD,4.4,17.3,32,Amazon
Dell,Inspiron,AMD,Windows 11 Home,Ryzen 5,4,425.99,SSD,4.5,15.6,16,Amazon
Dell,Alienware M18 R2 Gaming Laptop,Intel,Windows 11 Pro,Intel Core i9,0,4399.0,SSD,3.6,13.3,64,Amazon
Lenovo,Lenovo ThinkPad T14 Gen 4,Intel,Windows 11 Pro,Core i5,0,929.95,SSD,4.3,14.0,16,Amazon
hp,HP EliteBook,Intel,Windows 10 Pro,Core i5,7,450.06,SSD,4.4,14.0,16,Amazon
HP,HP ProBook 445 G8,AMD,Windows 10 Pro,Ryzen 5,58,269.99,SSD,4.6,14.0,16,Amazon
Dell,Inspiron,Intel,Windows 11 Home,Core i5 Family,177,444.0,SSD,4.5,15.6,16,Amazon
HP,2024 Newest HP 15.6 Inch Laptop,Intel,Windows 11 Home,Pentium Other,8,379.0,SSD,4.5,15.6,16,Amazon
ist computers,x17 R2,Intel,Windows 11 Home,Core i9,0,2499.99,SSD,4.3,17.3,64,Amazon
Lenovo,Lenovo 16,Intel,Windows 11 Pro,Core i3,25,579.99,SSD,4.4,15.6,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,1,849.0,SSD,4.3,15.6,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,6,1499.0,SSD,4.0,15.6,64,Amazon
HP,HP Essential,Intel,Windows 11 Home,Pentium N5000,0,379.0,SSD,4.5,14.0,8,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1,119.99,EMMC,4.5,10.1,2,Amazon
Lenovo,ThinkPad,Intel,Windows 11 Pro,Intel Core i5,14,1049.0,SSD,4.0,16.0,24,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i7,1,729.0,SSD,1.0,14.0,64,Amazon
HP,TPN-Q234,Intel,Windows 11 Pro,Intel Mobile CPU,0,1629.0,SSD,4.0,17.3,64,Amazon
HP,HP 15.6,AMD,Windows 11,AMD Ryzen 7 5700U,8,499.99,SSD,4.8,15.6,16,Amazon
LG,14Z90R-K.ADB9U1,Intel,Windows 11 Home,Core i7,14,1377.99,SSD,4.4,14.0,32,Amazon
HP,14-dq0054dx,Intel,Windows 11,Celeron N4000,1,209.99,SSD,4.5,14.0,4,Amazon
HP,15-DY1031WM,Intel,Windows 10 Home,Core i3,715,315.0,SSD,4.5,15.6,8,Amazon
ASUS,ASUS VivoBook Go 14,Intel,Windows 11 Home S,Celeron,287,217.0,SSD,4.5,14.0,4,Amazon
Dell,Dell Latitude 5400,Intel,Windows 10 Pro,Core i5,170,196.99,SSD,4.4,14.0,16,Amazon
HP,ProBook 450 G10,Intel,Windows 11 Pro,Core i7,0,799.1,SSD,4.5,15.6,16,Amazon
Microsoft,Surface Laptop,Intel,Windows 10,Intel Core i5,20,224.0,SSD,4.5,13.5,8,Amazon
ASUS,ASUS Vivbook 17,Intel,Windows 11 Home,Core i7,17,799.0,SSD,4.5,17.3,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i7,19,949.0,SSD,4.3,14.0,32,Amazon
Dell,Latitude,Intel,Windows 10 Pro,Intel Core i5,0,629.0,SSD,4.4,14.0,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,24,959.0,SSD,4.1,15.6,16,Amazon
Dell,Dell Chromebook 3180,Intel,Chrome OS,Celeron,242,79.99,SSD,3.7,11.6,4,Amazon
Dell,Latitude 3440,Intel,Windows 11 Pro,Core i5,10,899.98,SSD,4.4,14.0,32,Amazon
Lenovo,Lenovo ThinkPad P16 Gen 2,Intel,Windows 11 Pro,Core i7 Family,0,2899.0,SSD,4.3,16.0,128,Amazon
Lenovo,IdeaPad 1,Intel,Windows 11,Celeron N4000,3,219.0,SSD,4.5,14.0,4,Amazon
Apple,MacBook Pro,Intel,OS X 10.10 Yosemite,Core i7,354,229.96,SSD,4.5,15.4,16,Amazon
Lenovo,Lenovo Flex,Intel,Windows 11 Home,Core i5,1,569.99,SSD,5.0,14.0,16,Amazon
Gina Joyfurno,15.6 Laptop,Intel,Windows 11 Home,Celeron N,15,169.99,SSD,4.4,15.6,8,Amazon
Lenovo,Lenovo V15 G3 IAP,Intel,Windows 10 Pro,Core i7 Family,0,919.0,SSD,4.3,15.6,40,Amazon
LG,gram,Intel,Windows 11 Pro,Core i7,2,990.0,SSD,4.1,17.0,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Mobile CPU,20,249.0,SSD,4.5,11.6,8,Amazon
Lenovo,IdeaPad 1 15IAU7,Intel,Windows 11 Home,Core i3 Family,3,412.0,SSD,4.2,15.6,16,Amazon
HP,Newest HP 14 Inch Laptop,Intel,Windows 11 Home,Celeron N,47,279.0,EMMC,4.4,14.0,8,Amazon
Lenovo,ThinkPad,AMD,Windows 11 Pro,Ryzen 5,11,799.0,SSD,4.3,16.0,16,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,0,149.0,EMMC,4.6,14.1,6,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2,399.99,SSD,4.5,16.0,16,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,A13,1,119.99,EMMC,4.4,10.1,2,Amazon
HP,Elitebook,Intel,Windows 11 Pro,Intel Core i7,5,1079.0,SSD,4.0,16.0,32,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i7,19,949.0,SSD,4.3,14.0,32,Amazon
Lenovo,Legion Slim 5,AMD,Windows 11 Home,Ryzen 5,10,1189.0,SSD,4.0,16.0,32,Amazon
Dell,Latitude 7440,Intel,Windows 11 Pro,Core i7,0,1750.0,SSD,4.4,14.0,32,Amazon
Microsoft,Microsoft Surface,Intel,Windows 10,Core i5,171,329.0,SSD,4.5,13.5,8,Amazon
HP,A14M,AMD,Windows 11 Home,AMD R Series,3,758.0,SSD,4.5,15.6,16,Amazon
Lenovo,ThinkPad T16 Gen 2,Intel,Windows 11 Pro,Core i7,2,1179.0,SSD,4.4,16.0,16,Amazon
jumper,Ezbook S5MAX,Intel,Windows 11,Celeron N,114,599.99,SSD,4.4,16.0,16,Amazon
HP,15-FD,Intel,Windows 11 S,Pentium,89,294.99,SSD,4.4,15.6,16,Amazon
AimCare,Workstation,Intel,Windows 11 Pro,Others,0,4199.0,SSD,5.0,16.0,64,Amazon
Microsoft,Surface Laptop 5,Intel,Windows 11 Pro,Core i7,3,1175.0,SSD,4.2,13.5,16,Amazon
HP,Essiential,Intel,Windows 11 Pro,Intel Core i3,9,599.0,SSD,4.4,15.6,40,Amazon
Lenovo,Lenovo Chromebook,MediaTek,Chrome OS,2.05 GHz none,8,319.0,SSD,4.5,14.0,4,Amazon
HP,4RU73UP#ABA,Intel,Windows 10 Pro,1.1 GHz,125,95.0,SSD,4.5,11.6,4,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,24,849.0,SSD,4.3,15.6,16,Amazon
Lenovo,ThinkPad,Intel,Windows 11 Pro,Intel Core i5,14,1049.0,SSD,4.0,16.0,24,Amazon
Dell,Latitude,Intel,Windows 10 Pro,Intel Core i5,0,629.0,SSD,4.4,14.0,16,Amazon
HP,EliteBook,Intel,Windows 11 Professional,Intel Core i7,10,1389.0,SSD,4.0,16.0,32,Amazon
HP,HP Touchscreen Laptop,Intel,Windows 11 Pro,Core i3,105,540.0,SSD,4.4,15.6,32,Amazon
SAMSUNG,Samsung Galaxy Book4 Pro,Intel,Windows 11,Intel Mobile CPU,1,2049.0,SSD,4.0,16.0,32,Amazon
Apple,MacBook Pro,Apple,macOS 10.12 Sierra,Core i7,69,435.55,SSD,4.5,13.3,8,Amazon
Lenovo,ThinkPad X1 Carbon Gen 11,Intel,Windows 11 Pro,Core i7,1,1599.99,SSD,4.4,14.0,32,Amazon
Apple,MacBook Air,Intel,macOS 10.13 High Sierra,Core i5,137,406.88,SSD,4.5,13.0,8,Amazon
Apple,MacBook Pro,Intel,Mac OS,Intel Core i5,1,449.0,SSD,3.0,13.3,16,Amazon
Microsoft,Surface Laptop,Intel,Windows 11 Home,Intel Core i5,97,875.0,SSD,4.4,14.4,16,Amazon
ist computers,ThinkBook 15 Gen 4,Intel,Windows 11 Pro,Core i7,17,799.99,SSD,4.5,15.6,32,Amazon
HP,14-dq0703dx,Intel,Windows 11 Home,Pentium N5000,0,449.99,SSD,4.2,14.0,16,Amazon
HP,Envy,Intel,Windows 11 Pro,Core i7,3,1349.99,SSD,4.0,17.3,64,Amazon
LG,LG Gram 16 I7,Intel,Windows 11 Pro,Core i7,0,1049.0,SSD,4.4,16.0,32,Amazon
Lenovo,ThinkPad,AMD,Windows 11 Pro,Ryzen 5,11,1099.0,SSD,4.0,16.0,40,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2,399.99,SSD,4.5,16.0,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Core i7,5,1029.0,SSD,4.0,15.6,16,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1,119.99,EMMC,4.5,10.1,2,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,24,849.0,SSD,4.3,15.6,16,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,0,149.0,EMMC,4.6,14.1,6,Amazon
Microsoft,Laptop 4 13 i7/16GB/512GB BLACK,Intel,Windows 10 Home,Intel Core i7,391,1290.99,SSD,4.4,13.5,16,Amazon
ASUS,F1704VAP,Intel,Windows 11 Pro,Intel Mobile CPU,0,659.0,SSD,4.4,17.3,16,Amazon
HP,Newest HP 14 Inch Laptop,Intel,Windows 11 Home,Celeron N,66,259.0,EMMC,4.4,14.0,8,Amazon
Dell,Latitude 5540 Laptop,Intel,Windows 11 Professional,Core i7,0,1128.0,SSD,4.4,15.6,32,Amazon
Dell,Dell Inspiron,Intel,Windows 11 Pro,Core i5,0,689.99,SSD,4.4,15.6,32,Amazon
Microsoft,Surface Pro,Intel,Windows 11 Home,4.2 GHz,77,870.99,SSD,4.5,13.0,512,Amazon
HP,laptop,AMD,Windows 11 Pro,Ryzen 5,3,699.0,SSD,4.4,15.6,16,Amazon
